user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20
16653,103,206,104,96,179,36,19,634,180,114,94,212,178,176,175,372,490,7,70,110
20266,44,357,502,7,166,100,319,108,178,331,653,158,18,325,8,21,307,315,1,26
4991,1930,132,1531,1193,1276,1142,1189,1579,1202,0,2427,92,66,1188,1610,2006,2530,166,60,1654
21872,108,140,332,295,103,301,175,303,112,821,51,45,19,490,126,860,46,494,70,165
18105,1292,533,1404,1945,1656,1994,1944,1947,84,1230,1842,1816,1594,1270,1582,239,1219,1274,86,2263
22272,1226,1204,1241,1748,653,418,1545,628,1231,1151,1670,1234,636,1839,1751,1199,1874,1111,1161,1916
30592,309,716,1067,808,79,1203,254,708,435,1177,1461,227,244,704,810,796,842,799,429,426
25103,599,2242,2228,252,1370,582,231,775,2279,1356,1450,1590,270,1592,281,842,1305,797,2207,2295
1951,211,33,64,60,70,107,58,303,40,69,174,110,218,41,94,200,159,95,102,333
31095,1190,812,1164,248,43,1240,1382,262,106,1178,7,425,1392,212,247,427,1116,265,206,279
8658,21,331,108,36,167,139,165,158,18,16,160,4,22,653,106,19,144,10,47,178
3531,307,513,238,267,178,234,812,1116,1189,516,278,132,280,8,281,325,1591,253,438,1597
24089,1132,1125,77,1816,1274,282,426,572,1415,600,1213,585,1152,1404,1364,428,2052,1945,1567,1546
4382,248,1247,1311,1128,1113,1315,1213,638,236,1918,1274,2886,2618,239,674,76,107,1150,436,1152
18261,63,79,80,437,282,434,1274,245,1145,249,231,426,235,309,608,228,1633,225,78,1918
34991,282,441,551,268,425,255,63,585,231,1340,1274,1118,1164,435,711,265,248,587,258,267
4066,1611,3085,1610,2194,2410,2122,2431,2683,1606,2631,2856,3759,2430,2213,2530,1285,2680,1930,2486,1795
31639,2046,269,2737,1460,2006,2650,519,595,433,1320,2058,1290,2500,1326,1590,1825,32,2122,2649,276
8544,96,104,206,82,174,54,237,255,608,103,49,132,176,304,6,59,102,70,162,188
10194,2737,1113,271,268,1270,858,1318,1460,586,2362,1994,574,1848,1945,261,436,1568,262,701,264
12135,108,96,21,176,19,49,10,103,8,356,16,357,331,634,290,161,212,68,33,30
5812,68,8,13,19,21,30,372,10,16,101,290,55,186,178,2,360,108,106,352,1
15353,572,270,723,425,1655,739,227,224,254,719,1449,588,643,226,1125,589,439,71,551,587
23520,1272,2194,1930,1836,1597,1283,2979,1164,3085,1240,1142,1320,1145,2213,174,2856,6,176,1149,209
23192,2242,2968,3390,3881,2358,440,3283,3875,842,2272,2169,1578,592,2682,2440,775,2923,2240,1062,723
31790,1930,1931,2194,1285,1145,2979,1150,1325,1142,2122,2886,2928,1664,2618,2459,2824,1918,1326,1320,1292
10052,1434,1444,2295,1585,1188,1116,2264,1342,1356,2650,1453,1408,1565,240,2368,1454,2099,1203,1891,1373
36492,2618,3767,3250,2886,2534,3801,4249,3586,3313,2928,1612,1935,2253,3246,2072,1805,1150,4461,2856,3430
26304,1591,1135,1190,1134,1137,1164,282,1116,262,1178,441,247,248,1131,1430,289,49,231,1433,1295
30933,239,551,273,1207,1597,585,812,289,263,233,441,1118,588,1193,267,238,282,247,1210,740
22968,354,54,209,174,159,428,189,2,97,60,200,79,621,55,66,258,69,6,58,52
5941,277,243,459,232,383,700,501,216,526,415,389,328,315,7,486,652,53,445,567,710
5262,1240,3085,2464,2886,1272,132,2213,59,1597,1664,1649,2062,3250,1275,437,1613,1531,1292,2194,1836
21940,104,103,10,490,106,68,30,46,19,21,372,114,33,179,293,331,36,608,70,212
18026,1633,489,481,506,439,1793,1874,1120,1827,1234,1207,1174,523,1167,1151,2037,1053,1241,1943,483
24262,1150,1145,96,2618,1325,2580,248,1190,245,1798,1247,1170,2795,35,176,1675,1802,481,1148,437
20361,13,504,1,318,166,459,356,502,352,193,519,101,186,315,279,278,291,12,192,21
4623,2856,2464,3085,2979,3250,2824,2985,2194,1119,2940,1611,2062,2934,2537,1142,2329,2530,2930,2931,1523
9664,1355,1056,1828,679,261,1654,32,306,249,433,1796,1944,2650,961,1219,1572,1306,1180,579,256
16802,293,104,45,70,162,294,114,40,108,107,103,97,303,132,64,51,179,110,490,176
26864,49,263,248,6,279,174,441,1133,739,1272,585,425,551,238,426,812,228,1190,9,438
29049,2484,2122,2856,2979,1930,2931,3228,1298,428,586,1315,829,1292,2879,1611,3317,2362,2072,2213,2824
20791,1676,626,1382,1392,371,2079,278,644,653,301,1234,510,1430,154,1130,2833,1156,413,1581,53
23766,144,104,96,180,36,108,393,103,181,94,490,49,29,176,106,30,46,175,634,35
35712,227,1171,481,1395,230,1174,507,1120,1114,452,3370,1633,2448,1064,796,1405,508,1461,800,717
9632,1194,829,54,80,84,1654,621,1572,1086,309,1274,679,239,204,2172,87,159,289,261,32
28607,1604,1545,1637,1187,1996,2172,1918,1310,1317,1232,2035,1944,1961,1794,437,863,1209,2178,2000,638
5696,352,13,21,19,166,356,8,195,10,315,26,108,189,372,318,186,307,325,193,212
3524,812,1193,1295,1234,1178,2305,1438,1669,1241,1321,1212,1968,1670,1433,1239,1116,1597,248,2102,103
8318,1277,1163,1177,1412,1165,1347,721,1350,2264,711,1848,1994,1114,1486,516,1344,1621,1450,91,600
13024,1486,455,1442,1429,2092,1585,1350,711,1177,802,1163,1179,452,800,1277,1420,1386,717,1648,1120
18604,227,1496,1486,802,716,800,3386,1150,2446,2070,507,4032,1510,2046,1170,708,1505,1247,796,1794
32986,437,244,255,1311,282,1274,1247,1207,82,1209,2172,1123,87,1135,97,1210,1414,1318,239,859
6548,439,1040,914,1206,711,1588,958,1946,2095,1203,523,857,570,1959,809,1337,1827,1354,184,1585
10722,2213,2122,1930,1247,2979,2194,2886,1150,1931,1326,1325,1320,1610,1148,1649,3250,1145,1297,1149,2459
19657,1545,832,859,1604,2172,621,1984,697,1210,1630,1918,1209,1235,848,847,1141,1246,608,1194,2047
35371,1219,859,832,1424,1576,1313,1310,1312,2187,1542,1554,1210,621,1545,1944,864,1314,86,1961,1794
21340,108,45,64,295,401,103,303,96,490,139,21,4,19,211,39,331,301,162,33,181
37536,2242,1305,1371,1590,1958,2238,2571,809,2170,2124,1203,2279,2362,2096,2636,1405,716,2207,570,842
15069,1270,1164,1347,1277,1125,266,1825,1113,1350,265,1316,1344,1318,1423,1139,1430,1163,1450,1848,741
14167,1654,32,1306,679,84,1572,961,1219,435,2187,2052,1944,950,3,261,1828,1398,1998,460,354
12034,1984,1794,802,504,1675,848,1167,1802,481,796,1676,5,1545,705,1730,1313,1542,861,1798,1942
13275,285,2079,1365,1676,1387,352,502,243,279,1643,324,1225,678,326,176,1333,1389,1184,1264,232
33962,1266,1848,2014,1117,1318,1486,1229,1293,1121,1279,2048,1213,1412,1277,1447,2201,1549,1139,1937,1457
151,70,127,113,160,128,332,51,353,118,46,295,207,341,69,108,345,126,102,387,139
12387,1,372,290,188,360,221,178,279,356,166,26,16,307,35,186,96,10,325,2,502
31995,248,441,1164,268,1190,258,247,551,702,265,282,254,711,262,585,7,586,1113,266,587
5864,389,7,216,641,163,53,315,277,279,569,41,324,545,278,243,193,376,370,285,232
3392,1629,950,1667,1180,2102,970,524,1193,1216,56,657,2357,1218,2090,1842,159,1137,84,1397,2957
17278,64,304,303,697,80,401,872,729,665,138,413,301,635,493,598,162,337,478,45,866
25136,262,1356,270,2650,256,2242,582,1592,1075,240,1606,1795,2058,1453,511,425,1336,277,257,2171
27292,1297,1664,2618,1963,3250,2886,1918,1921,2329,1327,2172,3424,2464,1142,4249,1930,3246,3801,1241,1801
16167,2062,1963,1831,43,1240,174,1957,169,1283,1297,1141,49,1123,2418,628,288,1321,1930,2618,524
4652,231,9,267,256,264,237,259,43,80,176,6,132,438,93,1118,702,246,24,274,1577
7165,221,199,2127,718,717,1643,797,1177,1270,716,5,1203,511,228,799,702,455,723,233,704
33618,206,1240,437,1145,608,29,1132,1918,653,176,43,1190,1748,1325,304,1148,1141,1766,1801,6
28395,262,249,231,254,425,49,24,1164,2431,270,6,259,224,266,1450,1190,252,1215,93,267
12611,97,54,76,638,354,104,282,52,78,12,69,84,87,204,114,436,574,586,600,293
29239,54,2484,2979,1963,3250,1579,1611,2985,1930,1577,2006,66,2980,1142,2194,2689,2931,1300,1531,1649
37752,2979,3250,1930,1285,2886,2980,2213,2194,2530,3292,2537,2076,1611,1247,2618,1610,1649,3085,2985,2824
19554,797,1067,1371,717,718,811,1353,1120,716,800,802,2127,719,1417,1406,570,1105,796,1064,1305
3271,1748,1141,1902,1768,1136,1148,1776,2906,1918,1479,1505,1884,1234,1549,3191,1771,1388,1766,1204,1190
36608,3085,1610,1930,2979,2213,2650,2737,1649,2824,1292,2530,2427,2122,2194,54,1215,1315,2886,270,2431
15475,2979,2062,3085,2886,1247,2931,2122,2213,1930,2459,2856,2484,1931,1659,2464,1597,2824,1610,2431,1801
11315,294,70,207,45,128,139,160,108,39,68,20,95,51,64,161,47,162,331,102,167
1012,128,333,95,139,50,57,44,69,51,162,321,160,420,388,140,127,138,102,295,59
14821,1836,1326,1148,1215,2122,1190,1562,1240,1127,1382,1145,2213,1272,1655,2194,279,35,262,1150,2431
27533,2194,9,2980,2985,176,2076,2213,181,0,3,6,1930,2806,1123,1215,1148,1610,2464,1283,24
37367,1667,970,1218,523,1823,593,2847,1629,2897,2090,2566,282,1364,1173,1446,1999,1056,1237,1848,3037
10151,181,132,169,6,486,0,106,333,388,50,628,58,1193,1216,197,138,140,57,114,177
24603,1597,1477,2737,81,264,262,1382,725,270,1325,462,1240,1132,1148,1378,587,1133,254,1315,1601
36223,4017,3191,1952,3176,3245,745,3421,475,2896,1195,1780,1037,705,4290,1789,966,3011,482,983,327
20588,1449,2127,1648,2574,426,1453,723,1436,1371,2242,799,1472,454,1642,228,224,1305,440,1162,439
20609,1,504,279,8,356,221,278,352,1184,519,360,372,163,7,234,16,290,318,166,192
12517,144,114,19,103,179,106,54,162,176,174,97,9,608,304,59,178,7,10,294,52
19939,1572,1654,961,679,1794,2187,79,1317,1398,32,306,1944,1219,433,1194,1135,2312,84,1406,1404
4744,3250,1613,1930,3767,2194,2886,1247,1935,1612,2813,2464,3586,3292,1836,2213,3212,1272,1300,3313,4165
33192,1597,264,9,2737,1660,6,1565,1190,1316,1270,1766,92,1127,1382,1397,1591,1409,1188,1477,1116
18835,1664,2172,1918,1545,1805,1604,3031,597,1794,1961,3250,1274,1133,1209,107,2886,1630,832,2906,1152
23394,1190,264,59,265,1113,248,1318,1133,49,1340,235,1232,209,1178,1961,1316,1164,6,1272,1315
25065,1305,2242,439,228,1370,582,1371,1356,2314,2279,808,704,809,797,71,2228,85,2397,440,257
31467,1963,57,1272,1113,1315,1327,138,1274,1316,66,1232,1611,1961,1998,333,2931,3424,2618,597,50
5883,315,493,35,413,147,33,195,395,243,352,558,569,504,860,324,577,790,301,182,42
2695,950,628,1231,512,608,1637,697,1230,1629,1263,1233,1204,619,847,676,593,1253,2025,1159,1157
28046,1177,704,1347,2228,1350,518,1270,2317,725,1344,1821,429,1585,2264,431,1337,1412,1643,1277,234
14914,1272,52,1133,1152,209,739,812,441,263,103,322,1145,438,132,1202,248,1247,722,1320,1112
24673,585,739,439,723,702,426,263,551,807,958,425,267,228,273,305,711,580,438,584,590
13157,519,1154,1562,1190,1373,1382,1825,252,264,247,1378,1270,54,24,1132,279,254,1791,1591,1184
18859,1145,269,1794,1918,241,98,2618,34,1505,1320,1170,1802,1285,1510,1798,1317,1404,1326,1148,1671
11938,138,657,1998,1563,57,1545,1316,1324,2342,66,3082,2847,1123,2906,1730,54,1961,649,2787,596
17541,1306,1957,1206,573,6,12,34,571,1541,679,32,1235,950,221,1414,1415,514,1842,1396,214
22608,264,1270,1271,1177,2033,100,516,638,1379,265,571,209,1373,1842,92,269,1175,1117,533,1189
24143,206,1171,1152,1165,176,1114,356,481,1392,812,616,1671,973,709,265,96,181,1874,1005,507
23159,2242,723,305,1062,583,1453,2650,93,1828,2261,2272,233,1650,2175,1580,2410,426,440,1075,1449
21268,103,179,19,110,180,70,119,608,114,181,43,107,174,490,51,109,45,207,106,68
13813,2124,1371,798,526,799,720,1349,1719,439,800,230,1353,429,803,718,716,1168,1005,1633,1056
36071,1283,2618,2795,1505,2250,1510,1325,1802,1601,1918,2070,2580,2928,4032,1322,2122,4345,1148,1798,1486
7313,1119,248,243,209,1292,1577,1276,1113,596,1568,1272,32,2006,279,6,1194,373,92,309,1142
831,182,325,189,346,169,395,208,186,28,176,158,44,126,188,165,319,26,60,140,387
36216,1292,1579,222,1315,1086,245,1582,1274,1564,1232,1961,1577,271,59,333,79,2737,138,596,1654
6039,315,459,504,33,42,18,163,1110,36,569,108,5,21,921,8,7,30,46,195,290
19569,176,278,1430,106,10,325,279,1591,371,812,290,1224,108,1130,158,644,1,96,2079,356
36888,262,1395,1067,800,227,1105,1455,481,1417,796,507,1435,1005,1171,1466,1463,802,1422,1064,1168
12422,30,103,96,70,114,33,2,162,19,393,45,294,46,490,317,108,206,97,10,102
17145,425,228,426,305,585,580,587,600,586,551,739,263,439,589,588,702,282,1152,91,723
35515,1123,1127,1116,1604,2172,43,1799,1321,1241,1141,1382,1209,437,1925,1323,1545,1796,244,1152,1663
31247,325,1579,2006,9,6,433,1275,1568,460,83,1660,1654,256,382,249,432,2737,1189,1659,830
16427,249,263,305,3085,228,1247,9,425,262,231,2431,426,176,224,1190,270,1577,723,1836,1272
30952,262,228,425,247,305,254,1190,266,223,248,1337,526,426,439,224,246,1164,7,441,723
12351,96,106,103,114,162,70,179,10,68,0,8,2,60,175,16,159,132,166,33,372
27315,248,1148,1133,265,1145,725,1165,2618,1164,1170,181,462,1918,1438,82,1130,1430,96,437,268
391,174,103,132,179,109,180,181,6,608,114,187,159,96,176,102,60,3,70,162,110
6314,1643,518,379,569,308,216,459,232,13,1154,1184,1379,195,595,725,571,199,2198,1590,502
24024,1382,232,1344,1433,278,1409,1,644,290,318,234,1154,519,504,216,721,1177,1270,163,518
9689,325,53,186,459,172,290,1,1625,326,194,193,458,101,277,13,183,35,279,232,216
32680,3245,1248,206,175,2525,3855,43,304,3191,45,2831,332,103,654,3033,176,418,96,393,113
35605,1918,2928,2459,1150,2530,2250,1664,2795,1148,2122,1805,2618,1801,1145,1285,2886,1247,2329,1240,1601
5840,41,279,33,621,174,360,34,221,290,36,218,2,162,597,183,8,54,373,60,304
36785,2923,550,909,1457,1356,1519,1650,2103,1117,717,2124,2430,1446,2249,2649,1442,431,233,639,2435
20772,716,800,1379,1175,802,425,1382,1277,796,1184,1114,266,1350,1486,1585,518,2092,1163,708,1386
17662,1170,519,521,504,802,427,35,5,1156,356,293,8,104,1417,518,1,507,30,797,1402
24712,1748,371,1392,1321,1346,1123,1925,2312,1414,2763,1799,2473,1753,1382,297,176,512,1148,1765,1437
32070,426,228,723,722,1062,439,643,305,263,585,270,551,588,71,224,75,306,587,223,225
9458,1135,2052,807,1180,84,258,440,1944,87,1219,961,1654,1207,32,2047,643,257,1572,723,272
2009,360,174,103,175,8,212,2,279,725,304,200,218,187,812,76,159,97,36,19,294
14263,305,572,426,262,254,588,741,176,228,643,279,231,221,551,11,515,1382,75,247,223
21009,507,2928,360,1150,1170,796,481,2122,425,2795,1247,802,2250,616,104,1805,293,2886,248,21
33777,228,1364,1012,1169,439,523,724,712,507,2250,718,1283,1827,426,570,230,2124,739,427,1232
33262,248,2795,3292,2985,2250,2980,2530,2531,2824,2194,2928,1505,2689,3250,2076,1805,1378,1247,2252,2856
14898,437,1133,1918,1285,1152,206,1604,1150,1325,1274,1149,144,104,1190,1378,1380,1122,241,239,282
22198,236,654,97,393,20,293,76,478,740,1229,489,493,39,331,96,525,551,1170,441,107
292,161,108,69,8,68,162,47,387,128,30,70,2,21,189,296,388,158,167,142,354
34387,585,722,1149,1247,587,441,739,437,428,2122,436,643,244,263,588,1930,63,238,1240,1152
23765,114,162,178,132,103,97,19,96,106,174,179,159,70,51,110,166,188,490,69,180
21441,147,301,337,866,401,211,38,665,493,531,4,860,697,304,474,745,479,729,154,42
4097,2850,2642,1123,3241,1321,3082,2906,1926,1297,2907,1799,1503,2895,2793,3196,1801,3171,2525,4337,1127
34438,2124,262,228,2280,1823,254,909,247,252,511,305,506,261,830,231,176,270,225,277,2430
9324,354,65,1235,189,679,1654,596,56,132,239,159,1123,1193,200,625,209,58,55,597,222
24633,2886,3250,2464,2979,1930,1963,2856,1931,2062,1283,3586,2213,2459,1961,1805,1327,3246,2931,2618,2072
25673,1828,256,1649,1659,572,1597,228,1580,1589,1062,2650,257,249,263,1577,258,723,426,277,224
16170,1202,1247,1930,1133,1931,249,425,2464,2824,1164,1272,206,437,1315,1112,144,1597,1190,282,608
4389,1930,2194,2979,1649,1610,2824,2530,3085,1931,2856,2076,1142,2980,2122,1148,3250,1963,2886,1606,1315
36901,63,79,1234,228,508,305,580,740,371,1359,2110,273,812,800,1116,1964,1123,1152,585,1658
9310,30,140,413,295,490,1226,462,211,158,126,301,1676,614,628,448,1670,165,106,96,43
15836,2062,238,1594,1272,441,1164,1994,248,258,1318,1918,1142,2099,1148,1133,702,585,1131,2484,259
9137,697,493,401,303,211,38,413,33,128,478,147,676,162,301,80,154,138,826,45,69
5635,30,178,372,33,46,360,290,8,2,10,103,21,634,5,19,106,108,291,307,490
33755,1210,1207,1944,1945,740,87,1446,551,1337,2099,585,1129,1040,1169,581,1827,523,225,439,1171
37501,2198,1382,1565,1397,1123,1624,1389,502,2312,1119,1643,1676,1333,309,2378,1265,229,1794,2260,1660
24248,960,481,82,1364,1169,890,656,868,1629,1174,230,144,654,1849,104,1171,1671,1120,1748,1633
2392,723,1371,228,719,2382,454,1400,799,439,797,2227,305,224,583,2242,737,1066,1472,440,1067
1790,290,360,33,9,41,3,166,315,176,2,502,372,178,55,181,46,183,634,279,24
35163,1963,132,1930,174,3085,258,2213,1272,2464,59,3767,3801,9,1577,1597,1931,1193,2886,52,1275
21275,103,102,180,45,70,608,295,654,393,634,19,30,46,94,331,15,179,294,59,160
27097,1283,1285,1804,1247,2886,2072,2979,1930,3586,2052,1297,2537,1062,2459,2464,1612,1918,2047,2856,2062
2580,138,231,132,174,237,93,102,1316,333,222,29,1292,6,57,1116,259,54,264,159,256
33665,43,1240,1152,1116,608,176,1133,289,812,1164,103,175,49,393,63,6,279,1160,180,1235
35760,1219,832,1633,960,864,1943,1604,88,1542,1545,950,621,522,1808,862,74,1206,888,2115,1210
6479,2033,890,1266,1849,1671,526,389,1177,1313,1271,1171,1347,547,1384,429,229,1293,1643,2201,1165
10143,1152,812,1414,585,1145,1235,1283,600,572,740,2172,1148,437,643,43,244,1317,97,1597,1415
14152,273,592,1827,1406,2127,723,1355,439,807,1056,523,426,1944,857,1062,1371,1040,1667,799,2363
16646,70,45,107,46,490,393,51,94,108,64,294,30,119,160,106,40,322,43,95,179
32876,481,393,80,94,107,303,292,1170,1874,634,868,30,1171,294,890,97,43,39,87,175
12203,189,26,101,325,159,169,182,186,199,237,0,12,174,162,52,209,183,308,354,193
30790,1326,2246,1148,1597,2262,1387,2058,2079,2293,1409,2580,2500,2236,1382,2650,576,2312,1660,2673,1589
36230,4337,2827,2857,2689,3245,2779,3193,4290,2250,3191,3232,2525,2824,4018,2810,2931,2530,2928,2329,2795
1126,46,108,21,68,30,315,317,303,51,490,70,418,295,44,178,294,180,18,504,35
10552,228,6,1610,1577,263,3085,24,585,305,1597,246,1344,1247,1272,1655,1164,1824,595,1531,266
15597,1930,1142,1149,2194,1283,2979,1836,1123,3085,1531,1664,1194,2886,2172,1320,3250,9,1133,2459,679
20390,545,459,921,504,324,315,389,549,1037,641,626,526,705,147,278,577,745,370,445,328
14733,1295,1141,1133,1597,1178,1270,1443,437,2079,1477,1748,1433,1382,1768,2737,1134,2246,2120,725,265
4223,138,1316,1148,102,265,2618,236,413,478,92,654,2213,657,1942,181,166,1582,1202,1150,154
25905,322,179,180,119,608,109,45,19,114,96,490,304,70,95,104,36,51,40,294,634
29502,2213,2427,1148,2122,2194,2006,1597,2618,2580,2824,2530,1930,1460,2650,92,1795,1409,243,2500,1325
17397,6,7,264,209,132,221,159,96,199,41,307,2,188,174,49,0,260,1,176,1190
23528,108,21,106,165,19,302,158,161,331,16,356,33,297,292,30,166,8,10,395,167
4057,2213,1930,2979,1579,2194,1654,1649,1931,3085,2484,1189,2427,1531,1142,32,261,2824,1119,1836,2650
32118,679,434,1944,84,1235,1180,63,435,87,638,961,1219,273,239,2052,859,1187,187,354,1654
15813,2062,1597,3085,1925,1272,2418,1921,2431,1240,2934,1453,722,9,2329,1580,286,258,572,551,1141
30207,462,36,154,413,1765,653,790,1161,478,103,1234,1226,304,1199,1223,211,393,175,181,1071
27656,108,47,409,296,167,345,30,147,112,33,634,18,4,315,473,331,341,68,70,168
36412,2737,1460,595,2006,1660,1659,2058,2046,2500,2193,2262,1929,2120,1795,1749,2427,1322,1655,2673,2175
11598,716,724,708,227,519,226,718,796,616,799,1179,575,518,717,797,439,230,489,800,584
19684,20,654,1388,549,1110,298,653,1737,4,1765,42,147,636,790,57,301,1549,220,1884,302
791,51,70,45,162,40,294,207,160,108,64,107,46,295,418,95,634,128,110,303,490
7872,193,24,308,7,221,261,389,325,270,346,306,277,426,352,26,101,186,209,256,460
3129,1165,1277,1379,711,1347,1229,1177,236,1178,1120,1114,1340,1420,1585,1874,2099,1984,1423,1412,179
30307,248,425,508,1125,1163,506,1165,1486,1379,1128,82,1122,427,1270,1446,79,441,1175,1160,266
10403,2187,255,84,2650,1292,2737,1135,271,1414,1398,1180,1654,1317,2649,274,247,2213,306,1801,1944
2101,269,679,87,204,289,32,597,621,55,306,433,200,80,239,961,829,436,97,1123,608
3462,1654,2187,1194,1203,1306,1292,1404,2052,1180,63,1397,1317,272,1828,1119,433,1577,2362,1891,1382
21517,796,227,799,716,228,481,804,230,1171,1067,580,708,797,1064,718,1169,1170,439,1120,297
30005,269,134,34,138,636,657,204,425,241,656,74,597,654,97,1274,549,676,81,638,1545
11126,108,106,490,30,654,103,331,178,295,39,292,357,96,33,608,19,68,20,317,70
20118,160,70,30,33,45,393,178,490,68,51,295,294,103,21,317,19,127,207,654,331
13551,1203,264,253,280,1791,1824,1531,240,1450,1318,91,281,1373,438,1292,1414,1123,1825,209,1213
12591,189,182,26,60,307,132,7,169,19,395,65,16,54,101,346,158,41,0,10,678
6754,1562,2312,1378,1215,2246,1402,1382,1240,1320,1738,2737,2786,1486,1141,3168,1322,2408,725,1658,2500
13882,245,437,49,181,1123,79,1234,512,244,63,1310,43,176,653,239,1116,1884,608,80,1313
34735,2631,2931,3228,1611,3548,1056,591,3037,579,2474,842,909,2271,1667,2650,3124,2968,84,719,3367
22336,2172,1142,1276,1317,1145,1315,1140,1414,2737,1322,1460,1240,1325,1655,83,679,597,1397,1531,1326
19233,108,103,139,167,21,562,51,47,44,166,140,126,160,147,70,353,22,357,178,18
34069,2127,426,716,305,455,719,1449,228,2737,440,1270,249,454,226,708,1179,718,223,1486,582
7702,108,30,106,47,45,634,44,393,19,21,490,162,206,207,68,95,51,160,114,103
19541,1676,1397,1382,1234,596,1730,2079,1582,1567,54,1389,1380,2378,1402,1292,2198,1310,1193,1581,1333
18603,1505,1386,1178,2079,1549,1148,2737,1433,1382,1379,1122,245,1270,1567,1378,2580,1479,1277,2120,1430
22464,103,490,36,45,51,30,179,114,95,295,46,94,174,218,19,108,162,393,33,160
5292,1930,1202,2213,1796,1148,1135,1925,1164,1297,1119,1247,1133,248,1801,3031,1918,2172,1315,2824,1140
