user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20
32438,1836,1240,1320,1285,701,1142,1531,1113,1562,1128,76,1272,258,209,428,1577,52,1655,1145,174
35571,1145,437,1149,1128,81,1125,1285,1274,104,1123,1115,1240,82,1113,1164,1311,235,1213,725,76
34666,1324,3031,1766,525,649,2014,2120,2580,3184,2530,2801,3767,2329,3193,2689,2486,1110,2342,1848,1510
34319,1427,1405,2016,1120,2216,1135,1648,2574,800,1461,1179,1453,1486,1449,1129,1446,1425,1407,523,1126
30002,2099,740,1180,1414,585,238,551,1318,711,1118,1235,1229,587,1944,584,1135,1210,174,2359,1834
34350,2187,586,78,1122,1849,305,1566,1132,249,1219,1181,1404,574,1415,1416,91,2201,226,580,241
35244,2407,2897,522,1503,2203,2029,1767,1749,1796,1998,1038,2959,2997,970,2914,1629,2357,2178,1159,1968
8826,103,304,211,114,110,322,218,2,70,94,33,97,179,174,621,393,106,109,35,162
5779,180,372,290,291,70,8,162,60,110,46,16,174,294,107,179,104,2,11,97,12
10663,3085,1610,2500,1567,2872,433,1531,1378,1272,192,2430,53,183,1194,186,277,1597,92,2122,1202
9419,801,799,737,804,548,800,797,589,1126,1370,455,1168,1340,279,507,723,523,1163,740,263
1335,110,46,490,114,103,295,418,180,294,39,160,162,206,45,30,43,40,144,59,104
18723,1279,2014,2099,1318,1415,1296,2359,436,1588,2037,1594,1128,1552,2039,1138,255,258,2187,1293,1446
37862,2872,3727,3871,1749,4486,2123,3775,2439,2806,2461,3197,2501,1605,2500,1904,2882,1610,3963,3982,2931
26293,1187,94,174,237,597,102,1123,1320,69,1240,180,304,52,638,1235,6,218,58,54,56
21372,38,478,826,493,462,174,298,598,59,204,57,860,211,33,30,147,676,577,7,181
16267,1963,102,1315,60,1531,1202,138,69,1142,1119,1582,288,2427,1292,149,1311,2618,1276,3196,174
9762,1320,739,1836,1825,1409,263,572,1373,574,433,1597,2079,281,428,231,1791,2737,1577,589,807
3779,1141,2580,1202,1112,188,279,1382,1119,1920,1591,513,176,1190,427,1409,1136,92,1510,289,1168
18837,1505,3168,235,2060,1798,1496,2580,1435,1148,1392,1802,2619,15,1145,181,1283,2114,1776,1149,3191
31215,455,227,716,2226,226,570,718,723,2328,223,1429,592,875,589,2310,2636,2127,454,1067,2285
33714,1285,1149,1247,2979,2886,1613,2194,2076,1931,1930,1275,2459,2537,1523,1283,2931,2072,3767,77,3586
29167,701,258,249,1217,3085,1930,739,2213,1247,246,2979,2122,1931,1945,1320,78,1836,93,263,1649
19228,68,372,2,35,188,6,307,175,10,357,179,212,181,108,43,180,178,19,29,144
2152,679,1187,1572,258,239,579,961,435,60,354,1193,174,2178,1180,739,1207,1217,829,261,87
22169,46,70,180,104,103,30,15,393,634,94,39,33,298,35,331,29,291,317,478,36
22953,11,174,103,2,1,621,180,183,291,54,212,34,378,7,10,179,221,372,12,6
34400,2194,1247,1931,2537,2979,237,2724,1187,1930,2213,2062,1613,3037,2122,961,1612,3767,272,3888,2519
4950,59,2062,138,1240,1582,1931,1193,2886,1930,1947,1142,1164,1766,2979,1327,1123,1276,1318,1297,1963
27076,1239,3082,1241,102,2907,1178,1973,1193,1670,1234,1765,2906,1276,1751,1141,418,1771,1279,1776,1311
11883,55,288,812,1567,1142,1235,1531,533,92,638,73,1118,829,1126,1276,1320,264,102,1666,69
8208,1794,2362,1849,2187,1250,1633,801,724,1169,1566,800,1170,1171,455,1447,1415,1128,1842,227,570
11412,46,68,47,110,108,70,160,418,42,102,236,139,295,22,103,540,179,45,298,33
1537,37,243,472,354,826,872,542,387,340,625,204,657,615,560,202,78,787,528,633,181
28090,174,159,60,54,1531,52,208,1577,272,433,253,258,132,1580,261,229,1187,221,1562,1292
36087,635,401,628,1204,107,303,838,413,614,110,288,676,812,236,211,1233,619,304,697,64
37439,231,2207,464,1063,1592,270,252,228,2636,259,583,2382,2262,426,262,454,223,1409,24,249
29810,102,1235,1204,1670,812,1187,418,951,859,1311,70,1167,1209,1151,638,1230,107,628,478,59
18216,1848,2014,1270,1213,1994,1318,1126,1113,1276,1386,1125,1798,1293,1477,1145,1292,1175,1295,1198,1582
21229,30,46,68,70,108,295,448,39,331,102,608,106,5,33,654,490,206,180,303,103
15346,1133,279,3085,263,1649,1531,1142,264,1597,209,1160,252,2934,178,1577,701,7,1,2431,166
3635,2238,517,1056,460,261,231,249,75,1823,592,830,890,309,1355,1063,227,2207,1650,2650,174
27482,1202,1193,1133,1141,1272,1315,1190,1240,176,1194,1836,92,1164,1123,1531,1931,2618,1945,248,6
13916,78,249,1132,1122,305,586,1125,1213,262,1562,235,254,1340,258,436,81,231,600,63,282
10644,2813,4195,3085,1613,3196,3586,2464,3429,174,60,2431,3292,1272,3207,3427,2623,3767,1649,169,2062
30579,1285,248,1164,263,279,2194,425,438,1160,702,49,441,587,178,262,725,238,360,268,144
36239,2076,2886,1931,2979,1247,1149,3250,3767,2618,2464,3235,1612,3031,1930,2537,2459,1297,3586,2122,3427
19899,433,1567,1825,1655,571,1194,2079,1382,1572,1824,1320,92,1404,1409,54,1276,1119,1656,209,243
9854,1373,11,266,1115,637,254,711,513,534,741,280,1154,1114,262,574,238,257,247,237,1567
19993,592,875,716,227,1592,718,2574,1336,590,2096,2238,1355,252,2242,1056,570,226,589,2261,717
21632,1800,3246,1802,2250,1247,1801,2618,1798,1150,1246,3184,1327,2856,3031,2980,2486,1921,1920,2886,1272
26705,1240,1164,238,812,1235,437,1239,711,1340,188,1133,181,1193,239,180,1597,1229,187,1392,82
36270,1798,1247,3232,1805,2250,1800,3317,1510,1174,1671,3308,220,1633,891,2486,1170,4089,2448,297,4673
14434,574,2362,98,1562,1213,1122,306,1274,428,1125,81,1138,579,701,226,1179,247,2187,1292,436
8446,1270,2377,1154,1386,534,2048,1379,1131,1421,2555,2055,378,711,1692,1968,1175,1143,1224,1942,2576
37357,3207,3429,2980,2464,2985,2076,1610,2810,2461,3233,4165,2537,2886,2689,3308,3888,3292,2934,2806,3237
34141,1214,2787,2364,1397,1743,1656,1879,2580,1140,1409,2821,1122,1310,1572,1904,1567,2026,1995,1320,2029
10211,2213,1649,1326,1285,2122,2194,1597,1240,1149,1145,1283,1931,1930,1610,261,1655,1531,1568,1562,309
1169,103,174,110,114,106,2,102,162,49,9,322,70,160,94,179,294,159,69,30,132
1726,372,26,192,182,101,16,307,10,28,199,13,195,291,5,159,308,2,35,234,12
33820,1180,1187,1235,1354,2359,1988,86,354,2039,883,638,1816,2340,288,1206,862,859,63,58,2570
20767,2580,1156,99,504,243,1671,1676,1382,352,1170,1567,158,2246,1112,1343,8,573,1184,1346,644
19455,1174,1361,547,1053,2148,525,475,770,745,738,1364,983,1120,481,953,1475,20,1549,1037,137
14870,1568,1318,1891,1477,1460,702,2737,1188,1128,1213,1591,91,280,1193,257,574,1828,1125,92,1582
6462,252,808,514,1370,582,1373,2317,639,1791,2314,431,1270,2170,775,599,550,774,91,1203,2145
32931,1629,1542,1312,1310,1338,74,391,1157,1842,1398,1122,2025,288,657,158,1916,1626,1833,1792,1193
25796,19,106,36,7,291,179,35,180,178,30,372,393,108,188,212,2,490,44,307,11
6397,99,504,1343,144,46,68,104,163,35,1184,519,81,70,1154,318,1676,1112,1898,33,13
29877,174,6,9,176,52,1831,221,180,24,229,231,1240,94,652,1533,237,159,43,2,307
28560,263,572,257,741,702,267,1342,254,232,551,7,711,281,221,1356,231,252,589,588,11
3386,1235,859,87,1209,638,621,864,244,1239,1311,1309,288,1167,2047,107,1123,628,239,1670,847
33655,2802,2806,2430,1610,3629,2410,2194,2461,1523,2985,2683,2625,2453,2271,3085,3963,2169,2482,1929,2248
15356,2822,1331,1406,701,2046,1056,1461,2358,2012,2193,2280,2159,34,3649,2203,271,1145,425,306,2187
26920,1798,1241,1123,1926,1604,1127,1145,2907,1971,2117,244,1663,3082,1320,2580,144,1836,1786,206,1902
8298,73,149,138,333,57,1086,512,533,222,92,66,1879,1316,1193,264,1582,229,636,59,1730
33998,1802,2618,1800,1241,1112,1510,1545,1505,1883,1567,2928,1198,1141,462,1234,46,2580,1148,1675,1664
29716,103,70,110,490,102,218,30,107,179,104,68,46,36,448,291,211,294,393,45,51
18200,33,725,1128,1766,1121,1743,1549,462,291,1146,1160,1198,2048,2014,2246,1110,1154,1883,1386,1295
12927,433,199,281,253,306,775,1791,1578,221,1203,842,807,308,267,183,1373,1625,514,575,599
3975,739,209,306,34,433,428,1320,574,32,572,223,263,1577,258,2261,1824,722,237,643,225
15912,702,233,639,280,1444,91,1994,1359,1336,9,267,263,1350,1379,1340,575,711,1834,574,1425
12965,7,254,247,41,279,513,11,1791,1122,252,176,1,49,1382,741,246,91,515,183,278
17594,433,712,1572,716,1380,98,75,241,34,309,306,514,589,1842,2187,227,580,807,426,2046
20011,523,78,223,1217,1207,1355,258,1650,1945,228,1823,2261,2979,961,79,224,244,1398,270,1404
19591,1765,1766,46,1279,1748,1164,653,2060,1295,236,1126,1942,1388,36,2014,68,1549,493,1160,1229
32140,239,1798,87,1380,426,1566,1325,1140,1382,1234,1209,1112,1235,859,580,244,2079,226,589,1170
20194,178,36,372,307,291,10,30,7,103,357,108,356,106,132,179,290,21,212,634,1
5238,4195,60,2813,1613,3971,3767,2814,162,3085,321,4165,2979,288,3196,1612,1651,211,1580,3424,102
10022,1187,58,1180,1407,1207,859,2187,2047,239,288,1944,638,1309,1219,829,1217,56,679,1637,1576
4004,739,1062,592,1650,1355,231,1305,1056,2261,2657,184,426,2363,252,2127,2574,579,572,1336,589
33307,711,1340,585,587,1164,1126,740,702,265,425,1318,238,262,1125,1163,441,1213,1114,1359,1129
18117,1305,2242,912,1080,1062,1056,454,2145,2216,1406,2106,599,1370,2095,889,1349,455,798,2170,583
36838,1805,2250,1802,3235,2928,1798,2886,2831,3586,2618,2930,3031,2525,2795,1510,3429,2329,1804,2531,4200
17258,35,78,478,921,33,42,147,298,134,303,504,297,291,30,154,211,770,5,393,181
6528,708,1534,548,1898,1105,1120,724,600,737,955,2145,112,702,1429,454,716,525,425,1136,1402
14690,1320,1562,1128,54,1824,78,2427,1113,231,1510,1272,1315,77,9,1122,1655,1125,1133,1568,1326
22286,1944,628,1816,1204,288,2010,1206,1230,282,1637,207,2099,1196,354,676,862,87,1201,847,1670
37774,966,1017,510,659,614,1264,1702,578,968,2148,939,736,1071,577,1157,749,893,1908,828,1328
10634,1150,1145,1836,1149,1164,1285,1386,1610,1133,1148,1320,1141,2618,2427,2580,1283,2120,2122,49,291
6257,704,775,91,774,234,431,808,1373,574,25,1290,2279,2228,1791,195,379,639,502,520,1370
4685,2194,2979,679,1930,1931,174,32,1247,2122,52,3085,60,2213,258,1836,1149,237,830,34,1610
6042,174,33,24,860,7,493,154,211,787,64,188,478,413,560,60,683,9,872,743,598
10249,309,1275,55,159,79,174,1292,1531,245,63,829,54,1215,29,244,24,187,1142,1235,274
31259,277,459,183,1625,192,1620,2293,1409,186,1387,221,2500,14,576,326,2058,2262,464,216,583
1993,41,10,26,372,183,11,9,192,199,60,186,1,16,307,166,12,101,188,308,325
7290,382,2175,2759,460,2402,277,2657,229,2260,2363,1647,2565,2574,1079,652,194,1578,219,199,2016
235,60,174,132,140,200,159,169,180,160,10,7,321,52,127,69,113,635,162,49,387
20848,455,252,724,580,716,616,262,1461,515,796,254,1171,426,75,228,802,425,799,600,1849
24017,188,1215,1597,1240,1276,9,1142,1320,1836,1133,1141,1531,1272,1275,1562,6,181,231,1123,237
32519,2250,1798,1802,1247,1800,2459,2928,1285,1325,2000,2824,1510,3232,2122,1220,1170,1918,3656,1310,1424
7016,114,144,180,175,608,2,10,97,103,36,179,94,181,68,106,174,490,291,19,132
27352,46,30,42,68,493,331,104,2618,649,315,36,634,39,220,298,70,146,393,478,317
2056,635,413,1112,64,462,697,295,38,427,331,298,598,1071,490,508,471,740,174,315,279
23378,1239,1968,1942,1703,174,1669,1765,2305,1530,1591,2558,1163,1193,154,188,711,6,1235,1137,1957
8163,1203,270,257,579,229,723,272,1373,1331,440,91,84,1370,1188,775,2574,1406,574,379,267
12434,291,1,372,35,8,279,180,183,10,11,26,2,144,179,16,103,7,307,174,221
20356,46,20,30,295,294,137,317,393,331,39,291,292,634,144,68,322,103,70,51,21
22010,711,235,702,588,587,580,741,637,263,87,1340,584,425,262,1164,29,266,1114,1359,1342
16824,489,227,269,890,34,712,1179,226,717,1364,708,716,718,230,1359,724,809,2046,580,637
10419,1798,1145,227,1325,1170,616,1364,1112,712,508,507,1802,1135,1132,293,1169,740,1171,1945,1120
32380,1187,608,1572,434,1630,2047,1794,1123,1637,1944,832,638,2359,859,1140,1961,244,883,1918,864
17690,1122,226,508,506,574,708,1791,1825,1215,1824,75,223,247,1373,262,252,11,580,227,77
8135,1320,1126,1162,1114,266,34,637,1798,643,2120,1359,441,1834,291,369,1382,238,231,438,1122
14608,2187,279,1655,289,1215,1568,1148,1659,1193,1572,244,1477,280,239,1382,725,1132,1164,1163,1126
691,60,7,199,12,169,26,307,132,192,101,15,253,28,308,231,52,257,43,100,325
13013,1342,741,263,1162,551,711,1359,1591,289,1337,238,1580,1344,526,1163,257,1409,1578,274,1834
18967,1935,2980,2530,2464,1664,3250,2829,4165,1148,3246,1836,2886,1315,1240,3586,3429,2194,1145,2939,1613
17582,252,2187,249,1125,1408,78,2555,1128,235,586,247,1959,701,1342,1135,639,2216,270,244,305
5847,721,711,372,234,266,516,521,702,637,99,513,511,16,227,233,13,447,183,14,425
14488,858,1447,271,1848,2046,2014,725,1849,574,2048,1431,2201,595,2193,1999,1125,1122,2865,533,5
23892,270,723,252,739,228,2127,2650,592,249,590,1592,306,225,258,589,583,282,256,71,305
25869,401,110,51,119,103,420,127,635,493,180,179,19,140,108,46,49,94,102,44,95
21037,19,33,372,490,7,30,140,295,307,357,179,212,154,46,103,493,114,161,401,60
18894,1931,2194,1930,2979,1531,2886,1315,2213,1142,60,2427,1649,3085,2006,701,264,1613,1568,2530,1285
4895,3235,2930,2831,1246,1116,2525,1921,1133,2886,3586,2618,1190,1239,2980,206,3424,3031,181,608,104
11746,914,1080,1416,2216,550,443,1058,2145,2180,1943,892,1406,888,2377,1849,1331,2356,2096,890,861
5588,108,160,46,490,30,393,51,103,634,47,36,654,106,68,70,45,102,39,448,146
8985,1,413,278,154,462,493,291,372,178,49,510,176,188,42,30,166,290,106,181,211
6196,1591,741,279,1350,1163,1114,1373,513,711,721,247,266,238,1162,1580,1344,372,281,1423,378
25221,257,551,280,238,1342,1373,711,702,587,267,438,11,643,188,1340,1164,254,1125,263,266
13130,2046,571,574,436,2500,1568,637,1577,1270,2482,291,2262,91,515,1343,1825,2058,99,1113,199
21641,1148,2619,2580,1320,49,1479,231,1285,1836,6,1127,188,1921,181,1215,15,9,1145,1141,1798
20216,448,110,46,94,30,304,303,107,47,317,51,160,103,68,322,608,139,294,70,218
13111,580,231,551,244,716,570,455,801,718,548,799,800,508,711,223,588,2096,797,1342,63
20516,93,11,49,176,221,6,254,247,199,643,242,806,369,12,174,252,52,279,28,262
24771,737,455,716,797,99,223,842,889,464,277,232,802,227,252,228,708,385,521,887,508
22013,87,859,740,1945,1210,273,1340,711,1209,1135,724,551,523,585,2099,587,638,1274,239,1126
27135,1128,1831,1318,2329,1766,1942,1160,1765,1921,1316,1340,236,436,462,1664,1115,1141,1190,1241,1193
681,9,372,176,307,11,7,15,178,132,175,174,181,1,19,290,41,166,2,54,52
34318,1572,2187,426,1404,1794,252,1567,1373,1355,270,2016,1406,1292,2261,1135,2127,2574,1659,273,224
33167,3011,1798,1141,1802,3082,3176,2580,2560,1136,2868,1112,2117,2115,1388,393,770,1110,1725,1145,1971
24828,551,584,1959,1359,1352,803,1349,1342,254,721,1163,1436,1345,548,2542,2099,2302,740,1419,1442
21977,740,551,711,1340,2099,238,273,585,580,236,87,1359,1135,523,812,1342,1164,1114,587,427
30425,1115,1594,1994,1277,1373,1229,1318,638,1582,1386,1531,1086,1152,1125,1113,2014,1316,436,1193,596
14446,587,580,551,267,1342,711,1585,741,280,425,257,574,228,263,270,252,1834,441,708,1164
37201,1427,1179,716,724,1067,1129,800,1305,1420,226,1455,809,1436,227,1446,2362,1277,570,2207,1425
24449,2014,1113,245,1125,54,1115,1133,1274,1994,1160,239,1229,378,596,1240,1527,104,235,1562,268
22517,16,372,28,26,8,325,502,189,195,101,458,447,10,307,41,369,1,199,158,182
24055,797,455,708,717,796,227,799,1353,1349,1446,1425,452,570,724,800,716,801,1067,511,2127
27285,1247,3473,2934,1150,3963,2252,1325,2194,2461,1934,2852,2856,2531,1202,2272,2076,2122,2980,1651,2489
8299,174,179,322,180,107,119,211,401,58,294,103,608,69,418,207,50,70,110,951,1204
1147,354,174,78,132,7,200,56,106,390,52,37,143,395,340,69,29,44,6,166,121
26146,44,158,288,1112,65,211,1193,92,60,1198,69,1137,1160,388,1156,174,812,1119,322,2580
33284,711,1340,1342,740,587,585,741,1235,572,263,282,702,441,600,238,1163,508,589,438,1118
27326,237,1831,1193,174,2062,1240,1397,1531,286,9,258,260,60,231,1921,1315,132,1320,159,1582
36626,1079,460,1929,433,1578,830,1795,2657,32,2203,2872,1647,2631,2683,2175,1649,2122,1836,34,1317
37291,518,459,254,99,721,285,797,508,1387,221,511,708,1621,91,582,35,425,774,1,280
1026,174,41,36,33,178,106,60,132,103,11,179,393,49,159,52,10,15,30,166,154
27238,1140,1276,1141,1398,1318,1945,1597,1122,1823,1210,1135,2006,1831,1325,1828,1128,1119,1405,586,1568
11921,1582,138,1204,1276,288,50,1292,321,1637,1193,1703,1235,1542,159,1115,69,102,628,657,1630
25705,258,428,1824,1292,1531,54,2484,2427,1649,1579,2006,261,1272,1610,1213,1931,1142,270,1597,1568
8108,269,1154,1203,571,581,443,574,2362,291,637,639,34,519,1842,1126,271,2,1122,1115,1277
27544,231,574,739,1650,270,306,252,428,71,1062,572,249,77,1320,2968,1578,1836,261,1824,267
11116,20,103,110,654,317,106,294,236,418,102,178,114,47,160,167,22,139,42,137,179
16328,3246,3767,138,102,3031,109,2829,321,1246,1133,3429,2618,3250,1613,2980,218,1630,1327,1664,951
5892,60,183,195,159,55,26,229,372,174,28,16,199,158,33,369,101,132,325,221,291
24258,35,99,1,508,291,1164,1122,8,520,1067,7,504,721,279,1387,278,371,455,1719,464
4479,237,2931,1930,3888,1931,1595,2537,258,2062,2979,3228,3237,1180,2213,250,2879,1649,1523,84,2194
24928,2169,1650,426,3442,723,589,186,192,2968,1063,2657,252,277,199,3053,1610,2430,2802,2410,226
37567,1150,2427,1276,1247,1567,571,533,1115,596,2737,34,1568,271,2459,1292,1213,245,1315,1842,1798
37633,2618,1798,1664,2427,1148,1247,1150,2459,3031,1325,1285,1115,2928,1234,1276,1315,2886,1141,1297,1568
2721,1126,280,1409,1163,1591,1666,1386,1160,176,1164,1141,1133,1891,1392,1597,1270,1122,1659,1555,1824
12588,114,10,169,7,162,103,19,307,12,30,70,0,106,490,102,178,291,3,24,36
3272,1916,50,1842,2215,1530,1196,1629,1121,861,1229,1961,633,970,1311,1231,323,793,1540,540,204
33166,1113,154,252,279,218,280,1115,512,41,1160,2014,725,268,1,35,7,1240,1164,600,333
24061,262,508,426,425,1357,589,572,226,224,270,75,249,588,267,1449,1349,254,740,643,587
28870,2271,237,2879,2358,2565,2977,2410,2194,3085,3798,1610,1611,2821,199,2260,91,1275,574,1650,275
19897,306,739,228,426,252,723,589,572,305,433,1217,592,257,2657,523,1568,579,719,2261,722
2402,1842,2359,2187,1667,829,435,1944,1849,701,1180,1407,1137,909,282,1576,579,657,1945,1331,1572
5657,206,103,106,30,181,36,43,7,180,291,218,6,393,448,54,46,114,78,52,608
1922,107,70,180,69,102,211,304,97,187,110,94,39,46,109,103,322,207,174,45,239
210,69,65,58,174,6,52,188,159,132,102,200,54,176,207,59,180,187,181,321,56
37277,2427,2431,1359,1247,1386,1427,1510,580,2618,266,523,1120,1114,2120,1325,637,796,1179,1945,1375
21939,180,94,70,291,46,104,30,107,97,33,103,206,144,47,608,218,322,634,387,68
36841,3308,1149,2980,2076,1805,2618,1247,3235,2928,2886,1802,1145,2939,2464,1150,2459,3246,1613,2795,2329
2805,580,551,711,1359,737,1120,1356,587,572,643,548,588,1425,267,75,508,589,1336,1135,1370
30898,1510,2580,1511,1505,235,2531,2194,1502,1141,2482,1149,2619,1148,2500,2431,2980,2246,2806,626,3669
36228,1766,1198,138,59,1316,1119,2618,1128,1582,1315,1848,1141,1510,1730,636,2824,73,2779,649,243
333,30,179,46,2,103,322,68,43,70,291,174,132,36,106,33,69,181,114,15,138
12458,291,103,46,108,106,10,181,30,43,35,490,2,96,19,166,175,33,144,317,36
9936,1306,309,1654,1180,961,579,1944,250,1187,1219,84,597,1572,229,159,1816,272,1193,1666,1203
25966,102,490,103,60,110,44,160,59,114,94,180,69,333,2,19,70,162,108,30,9
1595,60,69,174,110,52,159,161,46,10,132,2,8,102,307,372,33,138,160,162,30
21584,218,1229,322,1239,812,1230,236,493,448,110,107,490,303,1160,418,393,951,179,1235,180
2178,204,1203,272,60,560,354,460,858,861,55,243,1292,1654,189,66,159,84,306,274,1842
37315,1373,1177,2228,1585,281,257,199,1791,234,704,1958,574,741,11,599,2264,2576,1379,1356,2279
31728,804,1405,1427,1798,1463,1179,1510,227,1168,1496,1486,716,1849,724,802,1120,525,1568,1125,1447
4669,60,2484,132,1531,1921,1315,1963,169,574,177,1968,2062,722,961,428,1164,1669,2701,286,1318
30705,701,1320,258,231,435,235,237,249,434,174,256,739,1240,1836,188,244,79,225,282,643
30013,1114,265,1164,740,1357,1443,1165,1408,1126,551,1352,616,1131,176,425,507,266,1168,181,441
22903,2194,1247,2530,3207,2531,1150,2810,1326,3088,2806,2857,2427,2120,2431,2580,1935,2802,2251,2435,2795
9643,2099,1408,883,711,1552,1118,740,238,2555,1075,179,184,551,1340,87,1129,438,1957,888,258
17510,504,1156,1337,234,1350,2092,1421,1162,278,232,279,372,516,285,1359,644,1423,356,1373,518
17250,147,36,35,148,46,42,298,745,134,181,549,531,218,474,1110,2868,1798,211,138,154
25271,226,1305,1336,1449,227,2207,305,580,1592,592,270,2127,247,228,1125,254,455,91,582,586
2796,1309,243,1110,158,657,1156,279,1112,1264,35,1204,1629,508,288,1193,812,1167,626,1849,1675
10455,1112,657,1122,92,1119,204,243,1315,1145,1198,1310,525,33,138,54,315,804,1292,55,1676
2053,1568,2787,1798,1531,1315,1460,961,1801,1140,138,1794,1477,2580,1310,306,1397,3184,2213,1597,1836
14136,220,144,243,340,42,1424,745,1633,890,1719,104,1250,489,1170,371,49,1792,53,137,1171
6374,1154,46,504,1883,1126,315,1942,1270,291,1676,1198,163,519,595,1344,1848,68,5,1160,1386
