user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20
8403,633,597,1794,1233,1231,951,1294,77,1961,2035,1230,87,1209,1637,494,102,1314,1776,50,2997
31988,80,1123,437,76,43,608,82,304,435,621,181,231,175,87,49,176,29,188,9,6
25180,1528,1425,1179,718,583,1357,1349,1359,639,1067,570,1012,798,811,591,2279,439,1353,808,1336
33092,1930,1931,1142,2213,1123,2979,2194,2172,4188,2931,1582,2886,1918,3586,2486,1194,829,237,434,1804
28326,1445,270,2402,2720,1066,2313,2397,1454,2400,3904,2672,3534,2230,2574,221,2637,1336,2127,2367,2279
25615,2631,2625,2122,1355,2252,3390,2968,2076,3963,3884,1317,2123,3233,2971,2684,1247,2261,1062,4254,1934
17055,301,474,867,598,337,1036,298,676,731,531,690,743,128,1017,148,42,943,388,359,745
5349,438,1477,63,258,9,1217,1836,237,261,1659,1180,829,1597,1292,1531,1188,1194,24,231,6
16952,98,269,306,209,11,7,12,574,643,24,41,469,221,438,193,290,77,346,219,55
37853,3229,3033,3252,2939,3801,4018,3196,3494,1664,3426,1248,3633,4337,3770,3245,1963,2906,1297,3661,2979
19451,634,953,654,47,68,770,1675,301,315,20,30,1198,137,42,540,478,57,1388,5,21
15424,643,426,722,436,91,584,258,1326,1320,1655,306,589,1135,1577,586,600,719,585,2650,261
23429,640,2100,56,2629,560,2484,1567,37,2628,2821,88,1530,2822,1214,351,58,1957,288,2008,250
19850,221,519,569,13,432,586,199,253,269,718,306,25,232,459,1132,506,231,1373,193,257
2960,1265,1703,1110,2642,1134,1264,383,1882,1839,1549,1555,1392,1328,391,2305,301,1729,1225,1565,1185
10324,4249,1884,1238,1297,1199,3494,2525,39,2519,1804,1246,2801,2484,1902,1295,393,1167,345,1253,3184
27002,1655,426,1654,829,2357,2213,1113,2821,1842,1119,1999,91,84,1597,1142,203,1140,1659,1649,222
9783,99,2033,1402,1156,1564,1421,243,519,1389,504,1325,1132,1660,91,212,1502,1794,1555,644,1842
29430,458,99,1390,2282,14,450,13,2254,16,806,520,352,10,24,1334,49,885,196,9,2176
22947,729,549,635,478,676,298,301,598,218,413,872,138,493,64,860,831,337,743,614,474
17852,1169,973,1633,547,313,1861,1422,1166,2841,960,2086,892,953,1171,1849,1364,616,868,230,709
17492,719,807,489,718,590,592,1827,797,230,269,716,85,1373,1179,253,1546,199,455,184,737
30745,520,2191,2419,1387,2317,2013,2245,2615,2510,515,1511,1333,2429,2873,1390,1817,1621,2260,1291,1184
14668,1336,439,426,1356,958,592,1528,1066,718,889,453,2106,1349,570,257,807,454,875,225,1096
7160,1379,516,644,1165,1356,1341,1350,1347,383,257,404,1337,720,1068,2371,13,1336,234,1385,582
37717,1140,1794,1656,2364,1582,2172,1292,1945,1235,1316,1135,1232,1380,1947,1123,289,222,2312,1655,239
20906,507,227,360,1719,104,504,291,206,1378,356,508,99,708,1064,1417,425,1164,802,1395,1049
24679,432,567,415,569,416,328,14,594,310,459,510,232,1085,1,641,607,856,700,626,652
28675,288,951,109,1294,1955,70,633,3033,1328,391,832,107,118,1187,1776,388,2117,321,59,1664
26854,2060,1295,1124,644,1165,725,1344,1565,448,248,427,1374,2048,1341,1154,1942,805,516,1549,519
28105,584,1135,586,1125,643,1945,436,1213,1115,280,588,1128,1152,579,1943,438,91,848,722,378
33422,3168,1133,1730,1776,1148,1765,1212,1746,1198,1316,1190,1240,1141,1995,770,1775,1675,1504,1315,2787
31225,1825,2336,1656,703,2231,2375,2649,1659,2271,9,1188,1666,253,217,1502,1655,1692,440,1315,1605
31222,195,2751,1379,955,914,1451,502,2343,2145,810,1821,1341,13,520,515,1,285,550,1350,1421
9711,1590,1379,1958,214,221,1290,1040,808,13,2016,2264,678,257,599,1277,1356,2033,2198,1203,1666
19419,175,393,46,103,490,317,418,448,49,634,180,106,331,178,236,114,1112,653,356,478
17694,1553,1005,2954,1012,890,973,643,1040,1455,888,739,2369,1427,637,798,2947,718,1459,857,1946
17531,724,1179,888,1827,1064,85,580,1012,1040,1420,452,1427,523,1067,1553,439,2187,585,1166,740
21861,51,110,119,294,45,46,418,70,139,179,353,109,303,103,20,160,68,140,654,393
3398,3799,3017,1831,1443,1669,2010,1765,149,2847,3150,3034,1876,1530,1902,2141,2629,264,169,1123,1873
4610,1119,1202,428,77,1610,2076,1531,2213,2464,2194,1276,654,2939,1963,1213,1930,3250,92,1272,237
27557,2357,1311,1925,1133,1315,1178,1137,1128,248,1086,1113,1216,1453,268,1749,59,49,1842,1322,1140
24165,429,1184,1460,290,6,1215,13,1378,1502,242,430,2262,1123,326,2246,1590,231,63,9,49
9687,1072,352,2110,1958,2016,1132,573,807,1567,534,1597,586,1595,2359,2574,245,1564,585,184,1680
14417,1326,1836,1659,1825,93,1568,1610,193,32,234,232,13,1625,223,1320,2431,253,1795,1930,1387
12942,383,286,264,1162,61,70,413,188,1188,138,486,1385,234,502,598,634,549,5,1048,1086
2,303,175,634,448,49,418,298,188,315,107,301,294,393,46,360,413,5,154,68,176
24579,722,1062,2803,3582,2122,1595,1075,2100,3800,2249,2856,2979,3649,2178,1931,3425,1326,4195,3888,2261
1966,400,118,207,729,300,50,95,388,696,40,107,45,129,898,294,128,951,633,153,665
36653,2810,3232,3308,3429,2482,4165,2461,1519,2439,1935,3292,2530,1611,1300,4290,2931,2213,3759,2076,3306
20100,2410,432,194,2430,640,2631,2977,833,2193,517,2500,433,1502,2181,2625,186,2482,2673,2203,2169
37106,2486,1523,1562,2985,1190,3292,2076,1133,1326,49,2857,2464,1215,1659,24,2824,1112,224,1315,9
7696,68,654,331,46,104,161,634,144,114,448,22,315,163,33,10,418,291,317,295,47
20432,291,372,176,7,504,18,21,5,16,1,290,49,30,248,279,10,33,356,99,1112
5425,1523,2194,1610,2979,1930,2940,9,1659,2213,3888,3915,1931,2427,6,1326,24,2076,2178,176,2815
2989,1460,1836,829,438,1659,1142,1824,32,279,60,55,701,1373,1326,596,1117,271,9,159,306
16302,2464,237,2979,4195,49,0,3250,259,188,260,43,1610,1123,2213,2194,3800,24,1523,2072,1127
9723,1531,55,92,519,1421,183,1194,193,1193,192,243,1655,596,24,1162,221,1824,1154,433,189
2128,2833,7,967,36,549,598,301,614,399,1392,292,148,413,332,471,475,870,49,1380,1178
23422,585,33,438,11,114,13,1,212,12,2,263,584,425,159,588,267,551,5,331,24
7892,257,258,574,253,306,24,267,91,221,234,572,7,643,232,280,308,515,1373,1356,240
10034,1745,1729,1193,1748,289,1746,243,1839,1567,1112,1127,1212,493,218,619,1140,1792,1133,812,1737
20759,13,5,319,25,99,459,569,1942,1421,61,352,1101,291,774,1198,326,1172,1394,2782,1184
37584,2629,2906,1756,1212,3145,2364,1995,66,2141,1276,1215,1123,2312,1730,1882,2787,1751,1315,57,1294
14693,2231,438,11,2260,1577,1373,1356,253,1625,281,1660,1958,2576,2175,2245,1624,240,2267,1593,2016
17981,585,588,2234,2041,914,49,654,718,600,702,1132,1834,551,1873,1340,1420,584,1476,2970,1357
11884,2649,2390,1749,1205,2474,205,1999,2231,2403,2375,2475,909,1416,2328,1048,2416,2235,389,2354,2232
28207,269,1824,32,519,591,433,573,193,84,13,2046,55,34,518,194,1546,1958,1659,429,1291
4580,2010,1963,3037,149,1961,829,1296,657,1139,1220,2642,1637,1279,2779,1594,1315,2047,1669,1947,333
21494,289,1112,33,1863,236,749,393,1190,239,1178,1133,381,2845,1235,2022,65,1115,1151,162,657
3668,2357,237,84,1624,460,830,261,9,1828,1929,2178,272,1654,325,3037,2175,961,522,1823,2260
23827,459,192,186,183,519,591,432,429,810,13,99,2393,326,1258,833,269,241,232,352,221
26744,2642,1178,2172,1582,3082,1217,149,1118,1961,2906,1193,793,1229,1274,1220,1637,333,1294,1315,1113
29034,1963,66,1649,2021,1275,1142,56,2178,2062,258,1961,1579,237,2629,3196,1930,1326,1283,1272,1276
4296,1649,1326,1272,1577,1142,1285,1930,1320,2194,1655,2213,256,258,159,237,257,1133,209,263,267
26832,1235,2172,951,80,63,97,1311,69,304,1240,255,1292,6,84,1961,1116,437,1133,244,1283
31200,259,1218,244,1767,256,357,1565,644,260,2431,1823,267,237,2407,1756,1341,2402,0,188,140
8010,9,176,608,0,231,181,1127,43,15,96,1241,1116,244,29,93,237,63,11,1392,259
8491,1942,1947,264,533,2486,1292,1842,66,1664,2985,1848,3292,2530,1150,2737,1113,1086,1477,1824,1660
27150,49,188,1271,1443,1994,1116,1318,441,1527,1126,608,2048,176,6,9,24,1594,1942,114,1235
3184,1277,1379,1118,1344,518,265,515,1163,212,2555,1131,1350,1126,1591,92,1564,1791,1594,274,1527
13697,1276,1659,1292,92,1460,1115,264,1477,237,1127,1656,1123,1562,1879,1316,1315,1582,2375,2821,1397
32601,87,621,239,68,179,288,471,1308,1178,951,1365,161,1229,1151,573,418,1112,30,549,391
10700,1974,3416,1178,1776,3358,462,1863,1775,1540,1977,1973,476,635,236,793,3688,3027,3693,4052,1616
14491,138,149,57,66,59,1121,1276,1115,222,333,418,1213,1947,1318,1994,1630,2021,1961,858,1271
18654,291,725,77,81,519,378,1154,360,252,515,1164,637,1160,13,1,91,9,6,585,3578
18789,3381,638,2047,1414,1210,83,891,1313,63,1802,1297,1274,2484,2062,1961,1485,4018,2052,69,1310
34899,2354,2271,2923,2375,2217,3881,2648,3860,2866,2410,2349,4724,205,2402,1659,2420,1618,2483,2977,2400
34366,643,306,263,589,580,572,588,261,224,71,91,434,256,252,585,63,438,508,6,289
12480,10,49,114,290,212,291,15,6,178,188,13,307,106,235,44,12,8,19,7,179
19200,51,40,59,295,634,47,420,106,490,331,345,22,109,70,114,180,654,540,127,46
26573,2342,57,867,1653,299,1876,2642,636,965,149,1115,699,1951,2906,578,1879,1843,923,1746,66
31926,226,228,249,256,252,582,93,717,718,737,224,254,589,11,588,515,221,452,799,716
17172,236,36,46,301,360,393,953,137,30,549,317,244,1984,418,134,1110,478,448,1112,39
11994,1150,3800,269,1920,2431,3232,2066,2486,2928,1509,3963,2615,2619,2618,2856,2831,1510,2252,2625,1925
18075,549,657,445,222,138,1086,1380,1227,1730,1112,57,66,745,1198,149,1292,1316,1947,1582,462
9600,1380,1794,1447,1220,1542,1207,829,1209,239,832,87,1169,1276,1945,657,1218,84,1984,80,1232
13201,1443,248,1131,383,266,653,265,307,1271,1434,1269,1178,702,523,701,176,1392,1529,1880,258
14943,723,515,1356,75,589,1655,1836,808,519,1154,221,426,585,224,586,2016,1373,1577,280,708
12535,175,176,294,51,96,15,107,490,109,393,103,0,119,106,70,40,95,114,29,24
2264,264,33,1311,383,2172,524,1189,65,1112,1380,92,1209,221,1163,288,229,2033,1460,132,1140
2794,1277,1824,2264,702,1373,639,1994,1356,1648,1117,519,518,13,11,1179,1336,808,274,91,2016
28816,87,585,436,63,97,638,438,722,239,1311,237,740,1836,1315,258,1274,79,1152,49,1240
5271,1613,2979,49,174,2815,256,739,2047,258,1062,1523,6,43,188,572,176,244,2194,237,1326
32310,261,1836,1659,552,2213,1062,1326,2178,1577,460,1606,2357,1578,250,237,32,2271,2657,701,1930
30210,739,87,716,1528,585,551,1336,588,226,1349,228,717,572,1420,85,708,723,719,2037,1352
10541,2482,1326,2122,1836,1568,1562,269,183,241,1325,1149,2194,433,98,1378,186,1119,318,228,1320
32331,3425,87,3473,1804,4254,829,273,4341,3800,1299,4061,2178,3227,1247,3448,2940,2931,1930,2631,3636
22391,3031,3252,1604,3424,2056,3586,2459,2072,3246,1246,1414,1637,1800,1299,951,1805,1630,3061,3235,1918
32754,425,1425,1356,534,1385,426,702,1419,600,1357,1058,1266,1443,1125,1379,584,1237,1164,588,1842
19878,269,519,1590,2046,1536,243,2033,276,1849,1958,1072,842,1658,1312,1447,1554,1310,591,1405,1169
28235,176,181,79,1412,43,1379,49,1116,188,256,244,24,1277,246,1443,2014,608,80,1527,7
22505,257,741,718,356,585,551,75,589,708,516,739,515,507,582,221,1114,711,212,518,723
30940,1178,291,162,634,59,102,166,1133,373,1160,49,1086,12,212,10,106,1942,1150,1664,33
12227,68,13,356,108,331,106,114,46,360,2,19,10,291,18,33,490,30,212,295,179
1131,103,634,179,317,322,490,30,68,303,110,178,106,96,181,46,49,462,19,2,94
16562,21,108,331,490,13,356,662,418,5,296,372,46,390,137,293,126,51,70,269,292
20087,2482,2122,2430,1511,2193,2439,2194,4332,2072,519,2631,2435,641,269,243,1930,2250,3250,1610,1123
25539,2285,2686,2440,2169,719,440,257,2240,2009,2448,2656,3870,3442,1592,3291,3674,2382,2696,3878,1515
2887,619,3027,1151,1452,1670,628,1407,784,1239,388,493,1530,113,1237,512,654,1816,1735,2035,486
12973,221,1154,1373,280,584,176,1824,77,586,11,212,91,260,352,569,372,519,1179,2317,515
15697,4031,1842,1827,2040,1943,1546,2008,1421,1488,1154,1504,829,1123,1310,2959,597,1542,2362,739,1800
24473,257,254,807,252,2242,2382,719,1620,1356,2175,2313,590,7,2574,583,517,511,2103,1578,643
2310,1316,102,533,5,59,1460,159,1292,66,11,60,138,333,212,1276,9,174,490,1178,1188
28824,2650,1931,2430,2213,1606,1610,1929,1795,2500,1824,2262,261,3085,1409,256,2006,1605,1578,1825,2175
17421,1132,1380,29,1241,1658,80,1792,832,1567,621,1232,87,34,1748,2086,1563,1214,1794,1274,1751
35510,306,256,1203,1318,2357,71,83,309,1994,1138,1312,224,1058,1355,436,883,1405,586,2574,1578
34102,1292,1824,1402,1825,1277,2362,1421,1565,1882,2201,2048,1416,1154,549,378,2046,2033,1997,1316,2300
22433,13,212,372,12,269,21,291,55,1154,290,360,101,178,33,221,5,68,189,1,2
26422,106,490,178,70,179,103,236,175,608,634,68,1151,180,110,303,51,951,1112,114,107
9019,315,478,413,360,549,243,304,621,291,303,42,269,2,38,36,298,5,46,729,634
21139,106,345,418,51,295,139,331,634,49,332,47,654,490,353,46,22,294,420,30,650
7352,46,490,418,68,114,106,295,175,634,104,448,322,22,20,212,21,345,19,393,317
11150,139,68,179,19,331,44,47,341,635,22,2,140,137,490,207,838,95,478,64,740
4558,3767,1931,3564,2464,1963,1930,2939,1611,2879,3033,4553,2076,1612,3668,2931,2141,1300,1935,1272,2062
12756,257,91,263,306,643,515,600,589,262,1,252,574,93,280,270,279,267,426,11,438
21921,206,144,317,33,345,68,295,106,20,490,15,51,5,126,137,30,108,22,47,49
7040,10,212,13,290,21,2,356,360,30,33,114,106,179,19,16,26,8,108,490,12
27730,178,372,21,10,356,291,290,33,30,99,108,179,447,13,1,176,317,68,1160,35
12070,1802,1798,1800,462,1664,2795,1918,1836,2120,33,1276,2431,92,1766,3250,1127,1510,1202,2928,1555
29542,2046,2486,269,574,2737,3292,2123,586,723,34,2931,305,572,718,1405,1610,719,226,1447,1305
14597,1454,1453,439,1436,1342,739,2908,572,1445,723,718,1425,1357,1353,454,1485,589,184,570,585
22934,61,16,29,5,206,11,489,331,654,354,678,25,21,392,293,66,313,33,26,502
25452,588,257,256,551,1453,41,2092,1831,49,260,1342,1434,702,290,572,221,176,1438,1968,580
25936,176,6,237,0,60,132,19,10,159,103,162,24,1133,65,174,44,7,93,15,189
37632,2486,3292,2795,1315,2779,3307,2829,2431,2796,3636,2940,1664,4199,2810,1824,2985,2939,1247,1150,2857
34045,801,1767,75,799,3647,3927,4178,1342,1237,1485,3355,2289,2999,3646,1453,3057,1064,2404,2312,2378
29038,1142,1577,159,1315,1276,1272,1931,2213,1963,1930,1247,1150,1568,1292,1325,69,92,2062,1597,2194
32724,2795,4290,4200,2797,1942,3421,770,1776,1601,112,2048,2827,1505,1367,953,3999,448,3191,3176,2868
13831,1240,1190,49,1655,264,1460,9,1531,1824,24,231,1275,1659,469,209,1836,683,1276,279,289
23609,549,770,1367,1110,126,1198,1121,1676,462,248,33,319,1725,1549,30,22,393,634,1388,527
11952,1416,1940,1424,1447,1405,1999,1427,1546,2865,1457,1496,1067,1395,1166,581,1463,85,953,489,2002
805,16,174,61,15,10,60,189,12,11,392,373,212,2,159,3,19,215,290,29,313
680,295,179,51,68,139,64,109,303,110,635,95,1151,46,45,108,30,322,106,418,33
24478,961,679,723,433,274,1189,288,440,1666,951,1235,199,514,1654,829,159,1828,638,1317,1207
35869,1316,1136,1477,1831,1766,1086,1241,1433,636,2141,1656,1212,1133,1240,1942,1746,1765,1460,1380,1123
8289,1151,393,180,322,51,634,46,288,236,68,1112,512,812,218,951,294,179,1670,1239,1309
8025,1356,718,1066,1425,257,799,592,2016,737,1360,520,2242,716,1075,741,958,1379,221,1370,2233
3464,2642,1479,653,2141,1678,1974,1308,793,138,1776,1774,388,1836,3241,50,66,1765,2907,1505,1212
15293,2474,1958,203,722,1188,132,84,1203,280,2231,253,2245,216,229,713,199,2363,2051,379,1595
2924,1882,1262,1178,1216,512,287,1212,1127,657,393,1226,1123,462,1038,524,383,2080,476,2029,1110
6839,504,2246,519,2058,1124,1565,1601,802,318,804,644,1502,1270,1382,459,708,1597,243,99,285
36953,1379,1423,1126,586,574,2401,1598,718,955,1648,1064,1168,914,808,708,2264,2362,1590,244,1405
30003,1599,3693,2084,3080,1297,1974,1141,1479,2845,1741,1159,1311,3028,1272,1340,1133,1597,1577,1504,1243
8564,69,114,162,106,373,109,40,294,139,176,360,19,293,354,10,39,60,178,45,290
13182,718,723,224,716,2096,2226,2227,1449,440,1590,439,2328,2279,2382,454,85,2242,1641,455,1336
24690,573,1067,802,1849,891,352,2033,955,641,1250,1590,892,1169,796,2865,810,1312,1461,1821,843
10419,616,724,1842,1133,1135,1496,1120,1455,1126,82,1355,1798,725,1984,1542,1849,1325,1564,1145,718
24349,565,558,1050,567,328,886,899,920,898,1037,541,410,855,635,935,820,981,461,661,310
5841,567,923,855,541,205,194,642,700,3271,1050,407,661,942,510,664,4686,731,219,683,487
36767,1800,2778,4105,729,2928,73,1214,1294,2002,1132,1776,1315,636,1735,1424,861,1961,269,1948,649
37938,3245,2827,3176,3636,3426,4089,2829,4290,3715,4149,2868,3421,4313,1971,4016,1248,4400,3984,3244,3493
19667,1295,1230,951,1735,179,2473,621,1279,1140,1765,294,40,1505,2049,94,1314,2056,2039,3027,1167
14180,252,228,1824,1825,24,2228,582,589,1958,718,1648,1371,1590,2574,224,440,305,1562,270,719
26789,2021,57,66,2342,2642,1974,1955,1653,50,826,3506,73,1294,298,333,448,388,1308,2898,1276
31237,2420,432,2430,2429,2400,1496,611,2483,2482,3442,2636,2656,2593,2673,1488,2390,1387,1608,2542,459
6810,1409,1272,1825,132,1565,178,2177,1160,2141,1216,6,1676,383,279,7,1597,1382,1620,280,1119
14007,1178,212,1133,1315,1115,49,114,102,1392,1112,1141,1325,1126,441,1942,269,1150,132,1443,1190
9911,257,2261,875,797,1062,1461,2285,2216,1056,590,1405,1719,582,2015,2571,570,1528,440,1595,708
27615,1195,2547,659,729,1017,1550,474,910,1632,2833,726,472,2819,2903,2771,792,604,269,1955,954
3224,237,9,1836,1133,1123,77,244,258,1285,49,231,176,1930,63,1149,43,1275,1577,1326,256
33823,633,354,3106,134,129,1017,736,303,965,70,1673,364,1628,1560,62,832,1309,121,1723,497
37392,1113,1274,1447,1170,1126,1310,436,616,1849,1566,1380,1168,861,1209,1542,1175,1313,1086,848,1424
5691,13,99,186,55,662,193,269,221,569,360,519,12,356,433,32,209,16,504,318,217
10045,1312,65,621,674,433,676,1794,1562,1567,309,1123,519,832,1194,1292,1235,1576,829,848,239
8512,354,55,290,372,161,30,1,178,70,106,279,48,315,68,181,176,101,58,49,2
13482,28,1385,802,1058,438,1215,514,1984,524,724,912,140,1384,195,13,525,801,798,570,1266
33611,1119,1931,1659,1610,515,1930,32,2076,318,1378,1285,1272,2213,2122,1409,248,804,1655,266,176
