,uid,iid,ts
407,19195,33,838548673
408,3298,395,992225533
409,13117,2743,949529534
410,4842,1145,1165420079
411,2894,3456,966654298
412,4117,1218,1063375149
413,33633,1223,1166937181
414,28144,1315,944991670
415,20257,369,839967333
416,37405,2430,1157182172
417,2927,12,968771270
418,2659,639,948563621
419,32108,581,973222733
420,22570,1032,886265667
421,32057,2161,956848753
422,13973,37,963740623
423,28887,243,1122163855
424,25436,2605,1042927481
425,11534,138,928285903
426,11244,53,839923288
427,20565,1374,938819264
428,14238,858,974708348
429,9750,715,940192443
430,3844,2841,1042999743
431,18200,1896,979440003
432,25550,2656,1114368590
433,21831,1767,1016573535
434,1282,248,846447188
435,31568,1121,1206239100
436,9935,1849,975103554
437,17518,2086,940717066
438,17693,2087,947477926
439,7478,414,838978583
440,9349,203,916751217
441,25588,2650,1094697645
442,19017,2831,1209155344
443,27560,1300,1222309548
444,8005,1366,940895274
445,4063,1831,1076880053
446,14115,1703,968393677
447,11486,697,865094241
448,24556,1141,1069361903
449,9618,2558,951249361
450,28902,1325,1125159903
451,11851,170,992894881
452,23586,493,943619956
453,7983,176,938778688
454,1693,393,848580654
455,15381,1942,1065835711
456,10497,808,1088402285
457,12048,4189,1144382987
458,6255,192,939056073
459,2403,1866,942254662
460,9432,2921,1121111804
461,3363,1124,994013182
462,7159,2019,1033784773
463,15270,2419,1046435263
464,22890,515,1144424679
465,13478,657,945227994
466,6566,775,956079305
467,24927,2389,940810706
468,2751,1594,957404341
469,26726,1479,989774547
470,25454,3126,1046379258
471,17110,498,859972386
472,11133,161,847313549
473,28917,2213,1127500400
474,24322,19,836739426
475,13399,1163,944932182
476,37928,4337,1219762824
477,14205,1005,974338305
478,32505,587,1045968970
479,10635,2845,1127701985
480,36257,4777,860507926
481,4363,267,1112732356
482,30942,1607,1113931008
483,21033,2464,1229455563
484,29536,773,1183048762
485,12544,516,863353075
486,33890,183,1103301413
487,18077,3676,974773650
488,10897,4332,1207610290
489,26428,1902,958349519
490,4009,1766,1067439045
491,11438,303,847962868
492,9987,1354,976361882
493,8442,738,1047486104
494,26524,221,968276256
495,20426,967,858973676
496,14636,1656,997036356
497,6605,2362,962703660
498,15141,898,1035062226
499,2945,0,970773655
500,24166,1463,1005427029
501,19635,2002,1005172055
502,22699,584,946942586
503,14552,643,992203785
504,18332,1023,997301318
505,22764,1447,963787828
506,9323,1353,903285421
507,12394,51,839588311
508,4016,3060,1068431200
509,2178,424,911195092
510,29586,1436,997037071
511,21680,480,866667302
512,11239,5,830011662
513,9457,1370,941401561
514,2891,2509,966281163
515,23099,1187,974223561
516,14295,1162,975079972
517,27785,639,974771016
518,1106,220,840820041
519,6645,268,969812032
520,3414,88,995541699
521,10222,1797,1000414148
522,20316,1053,845123336
523,23924,193,942496617
524,11769,1456,977361517
525,29996,2385,997205686
526,28737,1360,1107195672
527,3747,249,1030082462
528,6337,3846,1062346197
529,13799,1389,955106423
530,16491,3228,1229728562
531,29354,4461,1224279771
532,2012,577,867602119
533,2476,2304,945663896
534,33707,1613,1223906852
535,7099,896,855001797
536,7080,464,845057246
537,28544,280,1042383737
538,11546,737,938886840
539,17042,528,857643536
540,7919,2894,928964147
541,33100,2248,1200761732
542,23436,1572,1089805976
543,26093,2317,951681945
544,6488,1958,952475545
545,2407,50,942331269
546,9914,674,974700371
547,4367,176,1113183418
548,2154,1643,902572781
549,19653,318,1026237810
550,20563,954,951258972
551,29865,2747,945091038
552,612,188,835734011
553,4127,417,1085493967
554,2877,3503,966406509
555,28544,405,1042382288
556,14077,2103,966908487
557,6562,4014,1043779867
558,7228,2377,966637910
559,27455,43,1177806601
560,21836,1141,1013865905
561,10205,1787,1012893379
562,21048,737,895229756
563,6885,1438,1070590184
564,30623,1274,997296639
565,2650,1554,950664504
566,6397,697,943225335
567,8205,861,961171136
568,6355,1447,987102589
569,33274,219,853698618
570,14635,1625,994862355
571,2852,2162,965323819
572,37539,3233,1142446256
573,12134,34,830517701
574,3277,2627,988637863
575,2057,1424,1009606337
576,14505,4727,938872953
577,9820,2564,965302684
578,30218,580,938740292
579,6211,325,938673468
580,4757,2055,1157282079
581,15434,1654,1077319521
582,4404,2933,1116177590
583,30406,1392,956271437
584,27635,204,1212861158
585,33488,4306,1031352671
586,19060,57,1226453284
587,11706,478,956185959
588,23186,3286,1196699147
589,25565,440,1119270347
590,24272,2446,1176848470
591,33935,3887,1111460389
592,6230,2166,942601477
593,2346,2233,946271148
594,6478,1547,948308582
595,18956,1392,1183811382
596,2653,838,951091576
597,31738,1800,1059093805
598,12068,2127,1180166358
599,17666,2099,945969633
600,374,631,836348848
601,22759,2362,962635985
602,23955,740,945584122
603,25735,3207,1225277235
604,14994,774,1020817885
605,6828,1727,1043090227
606,34908,2089,976586437
607,4884,2987,1177808213
608,34771,2870,1149667405
609,18926,2657,1173463543
610,31457,1929,1105439644
611,10837,1079,1191375269
612,10503,3861,1091307678
613,24133,1213,985133996
614,24086,100,974617148
615,33775,2240,961725873
616,7300,3059,1041528869
617,3471,1678,999306937
618,10075,1141,993144763
619,23334,574,940709772
620,6742,1620,995833726
621,28770,1931,1111477923
622,25485,611,1075324016
623,4213,3224,1100184592
624,2848,2774,968564239
625,11843,1232,988660005
626,11951,3241,1036379370
627,24820,1528,1147685532
628,11173,1718,997762996
629,26130,88,901661238
630,4672,3855,1146308503
631,7335,400,828802463
632,14003,1086,965073368
633,8220,3721,963176536
634,32383,1117,1117592556
635,20505,1043,880548661
636,7061,208,840537779
637,28293,1386,970947345
638,14633,2711,995586136
639,22021,1175,938997837
640,3501,1572,1001536068
641,18639,1609,1094842604
642,34661,1392,1202724564
643,20073,2984,1171651760
644,8188,1793,956669644
645,32148,440,978429499
646,31517,52,1172070004
647,3111,1535,977985746
648,11988,2951,1067017617
649,1298,383,868038733
650,8331,43,977666012
651,31249,1647,1163523139
652,20729,1461,957543185
653,6677,1401,974787709
654,2785,1603,1046383396
655,29580,1139,978592851
656,6559,232,956946008
657,27961,110,856265385
658,27314,2047,1130199575
659,7194,3102,953450440
660,21283,814,844864992
661,17317,425,879420290
662,15145,518,1028828656
663,11034,999,832443799
664,13799,4778,955106850
665,3223,1320,983736590
666,15500,2856,1090346560
667,5544,1022,832634668
668,4807,4086,1228111442
669,31629,1461,1009776341
670,34445,256,853784160
671,6288,1898,953238023
672,18117,988,975246853
673,7918,1814,885292845
674,2848,1451,967113224
675,34418,1805,1174082481
676,3565,436,1006878727
677,2325,793,939889217
678,11583,188,938875565
679,3273,378,991336423
680,11782,1457,974793471
681,15463,3956,1081064761
682,10876,3570,1201468333
683,30137,393,845455931
684,11775,155,974617765
685,2797,2096,962406981
686,34689,638,962144974
687,7172,521,945504397
688,25153,2235,954392835
689,14433,1574,980758786
690,18742,1671,1112067532
691,6645,2048,969812441
692,4783,4332,1160510672
693,24785,614,1005810838
694,16625,489,834212245
695,2971,2391,988075403
696,23749,941,844628103
697,8197,637,959136023
698,4624,1124,1140214025
699,33833,3698,1062778312
700,32477,4421,1226140259
701,20155,21,832170171
702,6897,2921,1107143670
703,5454,1931,1228561861
704,19480,1349,943800232
705,26126,1199,901222373
706,16025,961,1168815128
707,36564,1197,968700036
708,6337,459,941308061
709,21094,806,957373745
710,29534,2921,1172515614
711,1484,820,866205712
712,19376,574,851240280
713,3701,2119,1023379513
714,6555,810,956806239
715,6120,510,880740535
716,14803,1496,1005621011
717,919,372,838274330
718,25074,2280,945403806
719,27521,1747,1207569492
720,2894,2952,966655280
721,5992,36,860623144
722,20048,4408,1119986852
723,26995,858,1035834490
724,17263,964,867510855
725,25391,1970,1023048286
726,3823,2762,1039246757
727,15344,2404,1058315173
728,30768,1446,1040178374
729,6864,3263,1001475090
730,1571,134,847097384
731,2797,3398,1165546405
732,25610,3636,1152652009
733,14196,3601,974284359
734,6488,3830,952128889
735,4136,267,1086030680
736,3071,2198,975224556
737,3821,401,1038640675
738,13480,389,945245364
739,30093,3937,1188146748
740,9419,430,939338835
741,6573,1553,962582949
742,1227,319,842621518
743,21983,608,945219462
744,32314,309,1069379889
745,19069,2064,1229385067
746,8053,1402,943364923
747,17702,968,948003158
748,15042,4068,1023752486
749,28508,1275,1035086903
750,26450,1562,962337923
751,2778,1934,1218343388
752,16651,173,834476254
753,9954,625,975263787
754,28695,4199,1146843846
755,19638,1785,991149388
756,3590,1080,1009069485
757,12442,905,840903164
758,15889,660,1138220623
759,20848,798,1000412763
760,10486,2072,1128277749
761,18621,1562,1077156798
762,30388,239,953169386
763,17492,1825,939452384
764,22004,2035,965966349
765,6762,1488,1002601924
766,19685,3947,1206559891
767,4777,4350,1167803641
768,2212,103,919143040
769,32126,1312,974763835
770,36123,3698,1011982424
771,4412,597,1116632627
772,3281,92,991545211
773,2323,1163,939790275
774,31199,1743,996434011
775,13162,101,941474106
776,2419,1223,942656276
777,5085,1487,1194723173
778,32901,1944,944931839
779,2268,1825,938784007
780,15488,2238,1086990369
781,10487,83,1014830683
782,2225,944,979337040
783,19112,162,834342416
784,11749,2942,965433621
785,2114,1201,899224326
786,24786,2651,959554703
787,2484,1542,945021147
788,30569,511,979258707
789,14806,1175,1033267660
790,17088,462,859060094
791,14012,560,965192132
792,4734,1138,1154926364
793,18410,447,1009839316
794,14572,77,992827469
795,972,420,839364345
796,16124,4385,1151952046
797,4007,3193,1067374810
798,4941,2930,1174492170
799,6604,1072,962646429
800,27633,4804,1193240572
801,19870,1123,944967939
802,33389,1545,989624753
803,4709,530,1151747668
804,23397,2902,1013474270
805,3477,2018,999986550
806,11946,3998,1034731037
807,13565,2598,1045440005
808,30939,1123,1119582983
809,23697,346,837763942
810,20320,135,845399868
811,706,36,836442035
812,5492,172,829048344
813,8032,223,945402814
814,6319,2782,939965400
815,8166,787,953075283
816,21669,541,856222917
817,19943,1659,996772989
818,17020,966,856960511
819,29555,501,894149547
820,8462,1149,1069263540
821,35117,1593,1125631658
822,35573,859,1018851024
823,9271,1196,903900398
824,7114,723,866396530
825,5748,158,845979473
826,22364,1333,1002987583
827,8123,2090,945740620
828,34541,3522,992314850
829,14792,770,1005069382
830,14295,2361,975077938
831,6279,1407,940105010
832,4938,2104,1174405243
833,34162,154,1043186494
834,3189,779,956409906
835,22281,1204,955415261
836,20150,292,831722644
837,944,188,838754686
838,31861,77,975468189
839,34442,981,850933121
840,7949,400,925835107
841,29536,2453,1182946221
842,10517,1227,1128880203
843,27312,1798,1129879051
844,6344,704,950138368
845,29047,1291,1157244457
846,9161,337,865259659
847,9770,1571,961438476
848,23357,1691,963090988
849,29913,1451,956880467
850,26564,1531,974232860
851,5918,526,856354329
852,17407,85,902517070
853,8075,1275,962655477
854,15641,1611,1120005754
855,37268,1345,939467641
856,26095,236,881190545
857,13158,1355,939696716
858,7634,30,841706273
859,7538,30,837851999
860,33514,1801,1047922444
861,1575,700,847145721
862,33625,913,1157798225
863,9150,899,864514080
864,37050,1453,1006705855
865,35747,34,1217265311
866,21061,2584,990728476
867,24773,459,939073667
868,9628,240,948034284
869,37498,3228,1193440343
870,9701,525,955188675
871,10853,2917,1194982288
872,2515,237,945129797
873,10324,4567,1208641707
874,34064,2833,945059329
875,24657,4495,1228921897
876,32808,2484,1127215137
877,14777,236,1003729513
878,4293,1944,1109964160
879,7689,207,844164209
880,33438,1038,1005342166
881,15709,1213,1122487405
882,15860,1278,1134441515
883,37418,1995,1036609466
884,23832,519,894888715
885,29028,722,1153507696
886,33380,1703,978038386
887,30504,2106,973916926
888,591,786,835622154
889,36627,616,1144262678
890,6740,1143,995382427
891,9550,857,945020713
892,15105,4049,1030662277
893,37032,1623,1120349447
894,29525,1124,1128818962
895,29857,1232,944953927
896,32285,77,1044651321
897,12092,3800,1229887684
898,36069,2150,947051771
899,18088,1128,974711200
900,13086,1591,942364081
901,28277,441,965417845
902,19098,490,833548117
903,9432,4244,997122402
904,18165,1566,976634585
905,18484,3334,1028410227
906,21607,2246,1059923019
907,515,489,835048307
908,27772,1303,960341151
909,14409,3798,1103300856
910,24927,4704,939926817
911,14712,2201,998615867
912,25086,518,945997642
913,19919,14,974943108
914,8364,1549,990201483
915,5727,649,843210034
916,9735,1017,957671236
917,21066,427,943875893
918,30082,2847,1169668967
919,36023,3423,1222101628
920,3140,2548,993227727
921,16234,261,1194386366
922,12673,22,850435303
923,4523,1629,1127163419
924,14581,1873,993087617
925,23519,1142,1226889592
926,1399,83,849672370
927,6169,1250,905362596
928,35817,3226,1196385595
929,8180,2574,959990136
930,21273,357,844184444
931,24695,1684,953610203
932,26963,1904,1027110741
933,8728,418,840425607
934,5123,2931,1197169835
935,36898,1056,985828709
936,10761,1920,1177339753
937,3190,347,982048958
938,16740,634,846625142
939,22550,581,864682818
940,5976,638,860141204
941,8383,441,998191378
942,4410,2724,1116551896
943,37147,2388,1039356347
944,34311,2106,974759205
945,27149,62,1087514966
946,25741,237,1225736061
947,35478,2172,969391502
948,23366,678,974617554
949,3656,1135,1017911207
950,21896,301,838503649
951,31160,1327,1226470323
952,24796,1762,984195281
953,3285,1134,990550343
954,30402,1794,955484290
955,20988,741,1162911951
956,24527,435,1014832204
957,1698,4,837839127
958,254,237,847097839
959,4535,1150,1128945664
960,3650,1304,1017428081
961,11176,3558,1027817323
962,15311,367,1051326803
963,23495,12,1162155084
964,10076,1163,944925054
965,31803,4061,1164380717
966,4151,1362,1088537330
967,6405,1591,944088332
968,5768,26,845632787
969,14522,1449,989456969
970,13108,191,939042083
971,11893,195,1005432395
972,4884,4421,1216507822
973,30383,2312,952998058
974,33281,344,900769662
975,17672,1233,946112529
976,15735,3865,1136051110
977,17131,1040,860536506
978,3624,2644,1013413107
979,22005,3496,984197173
980,16936,318,852202369
981,15920,3859,1143775634
982,18799,1938,1042345071
983,31160,3762,1226469132
984,25276,1402,975935208
985,21559,2401,959291366
986,3240,24,984326159
987,19547,174,963894112
988,13072,2437,1067970196
989,11797,242,975615835
990,10421,158,1058294408
991,36228,2120,1067382554
992,4504,1619,1124483337
993,23127,1777,1000419334
994,27038,2172,1044777039
995,32430,2947,1176849283
996,13124,240,939261213
997,21811,1233,901706273
998,14387,1170,978524161
999,24261,243,1163621278
1000,28716,2760,1106081684
1001,3825,2111,1039379530
1002,13869,29,958090975
1003,28944,11,1134084710
1004,32285,2286,1044651104
1005,6320,1837,940764292
1006,11344,25,839254703
1007,35426,1945,945149391
1008,3408,1172,995343840
1009,34869,2852,1117928276
1010,2768,3105,958595075
1011,3918,1883,1047830781
1012,10201,1563,1012668179
1013,13509,1527,945483022
1014,22374,1213,1127368231
1015,11760,379,967058463
1016,23406,2060,1038685791
1017,24776,426,942499056
1018,2168,1914,963005951
1019,11150,945,851331182
1020,25101,1827,946943191
1021,2916,2,967799585
1022,11824,856,980308261
1023,23106,712,975049036
1024,20847,2092,999057471
1025,17686,740,946445546
1026,19070,3193,1229931312
1027,17493,2455,1108172375
1028,30847,774,1080670423
1029,18333,47,997407196
1030,27002,4731,984024278
1031,18078,1959,974697481
1032,16003,3235,1157668372
1033,15904,2856,1140490065
1034,11662,35,947555208
1035,3681,2084,1021677342
1036,3070,2555,974760063
1037,1370,3,853253212
1038,14514,218,976503389
1039,19506,1263,946868913
1040,18600,1457,1032501278
1041,15478,2721,1080872729
1042,6661,2577,965333606
1043,3527,266,1003095345
1044,31819,2684,1199703266
1045,10472,1930,1080257221
1046,27720,3295,1019362489
1047,23612,1141,978465330
1048,17658,244,945654886
1049,18587,737,1033256977
1050,7481,103,835738897
1051,8884,4300,848590936
1052,10977,1220,1226799403
1053,22366,245,1076292078
1054,34767,2525,1123704056
1055,9902,770,974561412
1056,10228,597,1015882629
1057,32059,799,957118430
1058,20054,4435,1131163352
1059,18886,1472,1185700595
1060,6494,252,939230255
1061,8456,2247,1076486730
1062,4597,2081,1137105968
1063,16254,2814,1203642670
1064,19991,433,1061914786
1065,17766,2362,952535881
1066,18398,2580,1007932754
1067,2987,1118,974660380
1068,31723,1274,1017832324
1069,3982,1594,1059683019
1070,8428,4105,1041808184
1071,5067,3769,1219280276
1072,9801,2016,963337995
1073,24939,2177,938819054
1074,6662,2235,973727254
1075,9538,209,944983374
1076,6661,857,971580186
1077,3883,502,1107588303
1078,19388,665,853614809
1079,4952,2064,1177779306
1080,37877,2827,1227476651
1081,34868,2808,1212357327
1082,24930,2272,1100139145
1083,2494,2779,1049854414
1084,36358,3067,1083766615
1085,24669,197,856362797
1086,9643,435,949555246
1087,1049,59,840171383
1088,18649,1006,1083877935
1089,4268,3080,1107631050
1090,3849,1724,1043516660
1091,17797,701,1001138336
1092,26982,1649,1033500534
1093,9371,869,928998973
1094,16024,1808,1160133354
1095,2060,1529,909909857
1096,31927,232,938546108
1097,24799,3261,992186425
1098,27839,1086,1130346315
1099,4580,793,1135673158
1100,31145,2538,1220240234
1101,6532,8,955811812
1102,15568,1285,1104856941
1103,30296,2312,978060675
1104,32885,898,913350109
1105,20957,2570,1112672430
1106,14705,1984,998364678
1107,110,140,830763706
1108,5151,3212,1228711037
1109,7217,375,962844242
1110,3193,1572,982168626
1111,20089,3238,1201749228
1112,8463,1944,1107793421
1113,17734,4270,1121640791
1114,23257,1671,1125966426
1115,4515,1292,1126101959
1116,9151,549,863962490
1117,23233,674,944904842
1118,6719,891,980988909
1119,36864,2298,914196932
1120,27663,633,834583088
1121,17786,409,978970880
1122,36489,1297,1200727834
1123,6864,1068,966645772
1124,34876,411,901418839
1125,13819,1091,955883887
1126,33959,2026,955122303
1127,7757,107,847185441
1128,25821,119,835008316
1129,4228,2356,1109105852
1130,21461,478,866286146
1131,156,110,831646763
1132,10025,1137,982707100
1133,2222,1873,923603460
1134,14424,1337,980553371
1135,6818,2857,1142565639
1136,17653,3947,1174859465
1137,5290,1153,1216136610
1138,4844,2461,1165547603
1139,13476,807,945224913
1140,32538,127,833450682
1141,9654,2018,978574516
1142,1142,52,841289367
1143,22789,585,974686107
1144,3682,1916,1021739783
1145,17493,1495,1022299042
1146,26863,573,1005534706
1147,16077,1806,1167190938
1148,1980,110,865322350
1149,15277,1487,1047393372
