,uid,iid,ts
562,51,1175,964162800
563,51,1174,967014000
564,51,1173,967186800
565,51,1172,967273200
566,51,1171,969087600
567,51,1170,971161200
568,51,1169,971334000
569,51,1166,975999600
570,51,1167,975999600
571,51,1165,976863600
572,51,1164,977295600
573,51,1163,977986800
574,51,1157,985417200
575,52,1210,948697200
576,52,1209,948956400
577,52,1207,949042800
578,52,1205,949302000
579,52,1206,949302000
580,52,1203,951634800
581,53,1257,945241200
582,53,1256,947660400
583,53,1255,949561200
584,53,1254,950598000
585,53,571,950684400
586,53,1253,954486000
587,53,1251,954831600
588,53,1250,955436400
589,53,1246,958028400
590,53,1102,958719600
591,53,1243,958719600
592,53,1244,958719600
593,53,1245,958719600
594,53,1241,959324400
595,53,81,959410800
596,53,1238,959670000
597,53,1237,959929200
598,53,1229,962607600
599,53,1227,967532400
600,53,1226,968223600
601,53,1225,969346800
602,53,1223,972457200
603,53,1222,973753200
604,53,1220,976863600
605,53,1221,976863600
606,53,1218,978678000
607,53,1217,983084400
608,54,1262,977900400
609,54,1258,1161241200
610,55,384,948956400
611,55,369,949042800
612,55,1267,949129200
613,55,1266,949215600
614,56,1433,964162800
615,56,1432,964249200
616,56,1428,971161200
617,56,1425,971247600
618,56,1422,971334000
619,56,1423,971334000
620,56,1420,971420400
621,56,1418,971506800
622,56,1410,971852400
623,56,1411,971852400
624,56,1405,972198000
625,56,1040,972284400
626,56,1403,972284400
627,56,1404,972284400
628,56,1401,972370800
629,56,1402,972370800
630,56,1394,973062000
631,56,1393,973148400
632,56,1392,973234800
633,56,1390,973407600
634,56,1386,973494000
635,56,1286,973666800
636,56,1383,974098800
637,56,1384,974098800
638,56,1380,975049200
639,56,1379,975135600
640,56,1376,975481200
641,56,1162,978505200
642,56,1368,978937200
643,56,107,979023600
644,56,1362,980233200
645,56,1363,980233200
646,56,1364,980233200
647,56,1365,980233200
648,56,1358,980319600
649,56,1359,980319600
650,56,1353,980406000
651,56,1354,980406000
652,56,1350,980492400
653,56,1351,980492400
654,56,1352,980492400
655,56,1347,980751600
656,56,1345,981183600
657,56,1343,982825200
658,56,1344,982825200
659,56,1342,982998000
660,56,457,983084400
661,56,1339,984553200
662,56,1338,984639600
663,56,1330,987318000
664,56,1327,989996400
665,56,1178,990082800
666,56,1325,990428400
667,56,1324,990514800
668,56,1317,993711600
669,56,1314,994057200
670,56,1313,994662000
671,56,1311,994748400
672,56,1309,995353200
673,56,1308,995526000
674,56,1306,996562800
675,56,1305,997340400
676,56,1303,999673200
677,56,1302,1001314800
678,56,1299,1005807600
679,57,1470,941094000
680,57,1471,941094000
681,57,1472,941094000
682,57,1403,941439600
683,57,1466,941439600
684,57,1465,941526000
685,57,1151,941612400
686,57,950,941698800
687,57,1463,943426800
688,57,1462,943858800
689,57,1460,944031600
690,57,1458,945068400
691,57,417,946364400
692,57,1454,946450800
693,57,1452,948438000
694,57,609,948870000
695,57,1450,949474800
696,57,261,951980400
697,58,1481,952498800
698,58,1482,952498800
699,58,1479,952585200
700,58,1480,952585200
701,58,1476,952844400
702,58,1477,952844400
703,58,1478,952844400
704,59,27,946191600
705,59,1582,947660400
706,59,1581,947833200
707,59,1580,947919600
708,59,469,948697200
709,59,1577,948783600
710,59,1575,949129200
711,59,1573,954572400
712,59,1572,954831600
713,59,1571,956041200
714,59,1569,957078000
715,59,1568,958978800
716,59,1567,959497200
717,59,1565,962953200
718,59,1564,963990000
719,59,374,964767600
720,59,1563,965804400
721,59,1561,967964400
722,59,1559,975222000
723,59,1557,978418800
724,59,1555,982306800
725,59,1553,987404400
726,59,1552,989478000
727,59,1550,1111734000
728,59,1547,1113548400
729,59,1546,1113634800
730,59,1545,1114585200
731,59,1544,1114758000
732,59,1228,1115449200
733,59,1541,1119337200
734,59,1540,1119769200
735,59,1536,1122188400
736,59,1535,1122879600
737,59,1532,1125817200
738,59,1530,1132470000
739,59,1529,1134716400
740,59,1528,1138172400
741,59,1527,1140505200
742,59,1526,1140764400
743,59,1523,1141974000
744,59,1522,1142060400
745,59,1520,1144306800
746,59,1518,1144566000
747,59,1515,1145602800
748,59,1514,1146898800
749,59,1512,1147244400
750,59,1510,1147503600
751,59,1509,1147590000
752,59,1508,1148022000
753,59,1506,1149577200
754,59,1505,1149663600
755,59,1504,1149922800
756,59,1502,1150527600
757,59,1501,1151132400
758,59,1500,1151218800
759,60,1599,948006000
760,60,1450,948265200
761,60,1598,948265200
762,60,1595,948783600
763,61,1606,961484400
764,61,158,961570800
765,61,1604,961570800
766,61,848,977814000
767,62,1202,947487600
768,62,1621,947660400
769,62,1021,947746800
770,62,1620,951030000
771,62,1619,952412400
772,62,1617,954918000
773,62,1616,956559600
774,62,1613,960793200
775,62,1612,964508400
776,62,1611,967618800
777,62,1610,969346800
778,63,1102,960447600
779,63,1106,960447600
780,63,1649,960447600
781,63,1650,960447600
782,63,568,960534000
783,63,572,960534000
784,63,1103,960534000
785,63,1239,960534000
786,63,1647,960620400
787,63,1646,960706800
788,63,1132,962694000
789,63,1636,962866800
790,63,1637,962866800
791,63,544,963039600
792,63,1081,964335600
793,63,1629,969260400
794,63,1084,970383600
795,63,1627,977468400
796,64,1655,948351600
797,64,328,949215600
798,64,1654,957078000
799,64,1242,963126000
800,64,1653,963126000
801,65,1745,949042800
802,65,1744,949129200
803,65,1743,950425200
804,65,1741,952498800
805,65,1740,952844400
806,65,1738,955090800
807,65,1739,955090800
808,65,1735,958892400
809,65,1726,959410800
810,65,1727,959410800
811,65,1729,959410800
812,65,1724,960015600
813,65,1723,960102000
814,65,1721,960534000
815,65,1718,960620400
816,65,1719,960620400
817,65,1716,961311600
818,65,1717,961311600
819,65,1712,961398000
820,65,1713,961398000
821,65,1710,961657200
822,65,1704,962348400
823,65,1705,962348400
824,65,1701,964854000
825,65,1697,965199600
826,65,1694,965718000
827,65,1691,966236400
828,65,1688,967100400
829,65,262,972889200
830,65,1686,976777200
831,65,1685,977295600
832,65,1683,978246000
833,65,1682,1048748400
834,65,1681,1055487600
835,65,1680,1055660400
836,65,1679,1055919600
837,65,1274,1058079600
838,65,710,1062054000
839,65,1677,1067151600
840,65,1674,1067756400
841,65,1675,1067756400
842,65,1673,1067929200
843,65,1672,1068015600
844,65,1671,1069138800
845,65,675,1073545200
846,65,1668,1075100400
847,65,1667,1076223600
848,65,1665,1078383600
849,65,1664,1078470000
850,66,1807,958633200
851,66,1806,958719600
852,66,1805,958806000
853,66,1804,959842800
854,66,1502,960361200
855,66,1801,964681200
856,66,1800,964854000
857,66,1798,966409200
858,66,1793,967273200
859,66,1796,967273200
860,66,1797,967273200
861,66,1792,967446000
862,66,159,968310000
863,66,1790,968396400
864,66,1787,968742000
865,66,1784,971161200
866,66,1783,971679600
867,66,1782,971938800
868,66,1780,975308400
869,66,1779,975654000
870,66,1776,978418800
871,66,1777,978418800
872,66,1773,981529200
873,66,1772,982134000
874,66,1031,982825200
875,66,1771,984121200
876,66,1770,986281200
877,66,1768,991033200
878,66,1767,991378800
879,66,1766,999500400
880,66,1765,1000882800
881,66,1764,1003820400
882,66,1758,1009782000
883,66,1757,1010732400
884,66,1755,1012374000
885,67,1604,955695600
886,67,862,956214000
887,67,1816,956214000
888,67,1815,973148400
889,68,451,949820400
890,68,547,949820400
891,68,1138,949820400
892,68,1831,949820400
893,68,1830,949906800
894,68,1829,950166000
895,68,1827,950252400
896,68,305,962348400
897,68,1823,962348400
898,68,1821,962434800
899,69,1841,968137200
900,69,965,969433200
901,69,1839,970297200
902,69,1838,973753200
903,69,1836,978073200
904,69,1835,980233200
905,70,1851,963212400
906,70,1650,963644400
907,70,1849,963644400
908,70,1848,963730800
909,70,1847,967273200
910,70,1845,999241200
911,71,1858,971938800
912,71,1854,973407600
913,71,1852,973580400
914,72,1872,944463600
915,72,1873,944463600
916,72,1870,944722800
917,72,345,944809200
918,72,1869,944809200
919,72,90,946191600
920,72,1866,947833200
921,72,275,948265200
922,72,1863,956300400
923,72,1862,968914800
924,73,1883,959238000
925,73,1882,959324400
926,73,1879,959410800
927,73,1876,960447600
928,74,1912,979023600
929,74,1910,982566000
930,74,1906,983257200
931,74,1905,983430000
932,74,1902,984466800
933,74,1899,985935600
934,74,1898,986194800
935,74,1895,988959600
936,74,1894,989564400
937,74,1893,990514800
938,74,1002,991638000
939,74,1891,992070000
940,74,1889,992847600
941,75,1929,970642800
942,75,1925,970729200
943,75,1926,970729200
944,75,1923,970815600
945,75,1921,971161200
946,75,1922,971161200
947,75,1918,971334000
948,75,1920,971334000
949,75,1914,971420400
950,75,431,973839600
951,76,1945,951634800
952,76,128,955004400
953,76,1943,955350000
954,76,1940,957078000
955,76,1939,957423600
956,76,14,958201200
957,76,340,959929200
958,76,161,960793200
959,76,98,963039600
960,76,1933,963039600
961,76,1016,966063600
962,76,92,970297200
963,77,1981,966063600
964,77,265,966236400
965,77,1980,966236400
966,77,1976,966409200
967,77,1974,967273200
968,77,1973,973234800
969,77,1969,974530800
970,77,1965,979023600
971,77,1963,983948400
972,77,1961,984639600
973,77,1962,984639600
974,77,1958,985071600
975,77,1957,986972400
976,77,1956,990428400
977,77,1954,994489200
978,77,177,994834800
979,77,1952,997599600
980,77,427,1006153200
981,78,1995,948870000
982,78,1994,948956400
983,78,1992,949474800
984,78,1990,950943600
985,78,1991,950943600
986,78,1986,951548400
987,78,1987,951548400
988,78,1985,976518000
989,78,1984,976604400
990,78,1982,976777200
991,79,2008,944982000
992,79,2007,945241200
993,79,2006,949474800
994,79,2005,953967600
995,79,1958,955263600
996,79,2003,963903600
997,79,2002,965631600
998,79,948,966754800
999,79,2001,974012400
1000,80,2012,972025200
1001,80,2011,973234800
1002,81,2022,957423600
1003,81,2019,967100400
1004,81,625,970297200
1005,81,2015,993366000
1006,82,2026,958806000
1007,82,2025,959151600
1008,82,421,960447600
1009,82,178,961311600
1010,82,266,961398000
1011,82,108,963644400
1012,83,2036,947833200
1013,83,2037,947833200
1014,83,2034,948006000
1015,83,2032,948092400
1016,83,2028,957510000
1017,84,1181,969260400
1018,84,1449,969260400
1019,84,556,969346800
1020,84,449,969519600
1021,84,2048,969519600
1022,84,2047,970556400
1023,84,2043,971420400
1024,84,2042,971938800
1025,84,2039,976258800
1026,84,1964,977986800
1027,84,1749,978850800
1028,85,2058,974876400
1029,85,2060,974876400
1030,85,2054,977036400
1031,85,2053,978678000
1032,85,2051,982911600
1033,85,2050,1043737200
1034,86,2069,953362800
1035,86,2068,953449200
1036,86,2067,953622000
1037,87,1560,968828400
1038,87,1870,968828400
1039,87,2077,968828400
1040,87,2080,968828400
1041,87,2074,968914800
1042,87,2071,969001200
1043,87,2072,969001200
1044,88,325,991551600
1045,88,2096,991897200
1046,88,2094,1000882800
1047,88,482,1013756400
1048,89,556,963298800
1049,89,2110,963730800
1050,89,2111,963730800
1051,89,2106,969001200
1052,89,2103,991638000
1053,89,2100,993366000
1054,90,47,948956400
1055,90,2167,948956400
1056,90,2169,948956400
1057,90,2163,949042800
1058,90,2164,949042800
1059,90,2165,949042800
1060,90,2161,949647600
1061,90,2162,949647600
1062,90,2002,950338800
1063,90,2160,950338800
1064,90,2158,951462000
1065,90,2154,951548400
1066,90,2157,951548400
1067,90,2150,951894000
1068,90,2149,952153200
1069,90,2146,954572400
1070,90,2147,954572400
1071,90,2148,954572400
1072,90,2143,954658800
1073,90,2144,954658800
1074,90,2145,954658800
1075,90,2141,955177200
1076,90,2142,955177200
1077,90,2139,956300400
1078,90,718,956905200
1079,90,2127,969692400
1080,90,2128,969692400
1081,90,975,971766000
1082,90,2125,973580400
1083,90,235,973666800
1084,90,2122,1020927600
1085,90,2119,1040540400
1086,90,2120,1040540400
1087,90,2121,1040540400
1088,91,369,946882800
1089,91,1278,946882800
1090,91,2171,946882800
1091,91,126,947746800
1092,91,1789,947746800
1093,91,1790,947746800
1094,91,2170,948265200
1095,92,2178,941698800
1096,92,2177,942130800
1097,92,1997,1023865200
1098,92,2175,1030258800
1099,92,2173,1056265200
1100,93,2184,1011250800
1101,93,2182,1012633200
1102,93,2181,1013497200
1103,94,2192,948006000
1104,94,1799,948265200
1105,94,2188,948265200
1106,94,1682,948351600
1107,95,38,946018800
1108,95,209,946018800
1109,95,266,946018800
1110,95,2202,946018800
1111,95,2203,946018800
1112,95,2204,946018800
1113,95,2201,946537200
1114,96,539,970383600
1115,96,545,970383600
1116,96,369,970470000
1117,96,1283,970470000
1118,96,2213,970470000
1119,96,974,970556400
1120,96,2211,970729200
1121,96,1812,975999600
1122,96,2209,986799600
1123,96,1089,996303600
1124,97,2231,959670000
1125,97,2232,959670000
1126,97,2230,959756400
1127,97,2228,959842800
1128,97,2229,959842800
1129,97,1938,960015600
1130,97,2227,960274800
1131,97,2226,960620400
1132,97,941,967878000
1133,97,2220,967964400
1134,97,306,968223600
1135,97,2219,978159600
1136,97,2217,978332400
1137,97,2216,978418800
1138,98,1438,961138800
1139,98,1865,961138800
1140,98,2239,961138800
1141,98,2241,961138800
1142,98,2242,961138800
1143,98,2235,963126000
1144,99,1125,956905200
1145,99,2246,957769200
1146,99,325,958028400
1147,100,1729,941180400
1148,100,2263,941180400
1149,100,2264,941180400
1150,100,2265,941180400
1151,100,344,943513200
1152,100,1995,944118000
1153,100,2259,944118000
1154,100,2258,945154800
1155,100,2257,945327600
1156,100,1425,948610800
1157,100,2253,960793200
1158,100,2252,990601200
1159,100,312,991292400
1160,100,2251,991551600
1161,101,2270,1095836400
1162,101,2269,1096441200
1163,101,2267,1134975600
1164,102,2282,938502000
1165,102,249,942390000
1166,102,2280,944031600
1167,102,2260,944118000
1168,102,2278,944204400
1169,102,2279,944204400
1170,102,2277,944290800
1171,102,2276,944463600
1172,102,2273,945241200
1173,102,2274,945241200
1174,103,2296,949647600
1175,103,2294,950079600
1176,103,2293,950166000
1177,103,2291,950770800
1178,103,1382,951289200
1179,103,2287,951980400
1180,103,2285,952326000
1181,103,2284,953708400
1182,103,21,953881200
1183,103,1390,954486000
1184,104,900,997945200
1185,104,2305,997945200
1186,104,2306,997945200
1187,104,2301,999241200
1188,104,2300,1002006000
1189,105,2321,1038034800
1190,105,2316,1050994800
1191,105,2315,1051945200
1192,105,2313,1061622000
1193,105,2312,1064041200
1194,105,2311,1074495600
1195,105,2310,1089615600
1196,106,2349,947833200
1197,106,2347,948006000
1198,106,482,948438000
1199,106,2344,948438000
1200,106,1095,949388400
1201,106,2340,955263600
1202,106,2338,957596400
1203,106,2337,957942000
1204,106,2336,962607600
1205,106,2335,968914800
1206,106,2332,981702000
1207,106,2331,990342000
1208,106,2330,1000710000
1209,106,2327,1022828400
1210,106,2326,1032505200
1211,106,2325,1039762800
1212,107,2380,956732400
1213,107,1567,961570800
1214,107,2376,961743600
1215,107,2377,961743600
1216,107,2371,966841200
1217,107,1010,967100400
1218,107,2369,971852400
1219,107,1590,972457200
1220,107,2368,975394800
1221,107,2366,975913200
1222,107,2367,975913200
1223,107,2365,975999600
1224,107,1176,978764400
1225,107,1174,981529200
1226,107,2357,992588400
1227,107,2355,993970800
1228,107,2353,995266800
1229,107,2352,995871600
1230,108,38,957942000
1231,108,1124,958287600
1232,108,2388,958374000
1233,108,1037,959065200
1234,108,2136,959151600
1235,108,56,960274800
1236,108,2386,960274800
1237,108,560,960879600
1238,108,2384,961916400
1239,108,1469,967186800
1240,109,2402,973407600
1241,109,1224,973494000
1242,109,2400,973494000
1243,109,2395,973580400
1244,109,2394,974271600
1245,109,2393,974444400
1246,109,2392,980146800
1247,109,2391,980406000
1248,109,1337,980492400
1249,110,2410,983948400
1250,110,2409,984985200
1251,110,478,985071600
1252,110,840,992674800
1253,110,2405,995526000
1254,110,2404,997340400
1255,110,2403,1006412400
1256,111,2423,948006000
1257,111,77,948092400
1258,111,2421,948092400
1259,111,1960,948265200
1260,111,2418,948783600
1261,111,2417,948870000
1262,111,1820,949820400
1263,111,2414,956386800
1264,111,2107,966063600
1265,111,118,973148400
1266,112,2428,998290800
1267,112,2426,1010646000
1268,112,757,1043218800
1269,112,2424,1043218800
1270,113,2437,962348400
1271,113,2435,962434800
1272,113,2432,962694000
1273,113,63,962780400
1274,113,1791,962780400
1275,114,984,946882800
1276,114,857,947833200
1277,115,2458,947142000
1278,115,2455,947487600
