src,dst
5646,11971
5646,473
5646,9058
5646,16007
5646,2013
5646,621
5646,2043
5646,9794
5646,17774
5646,14546
5646,3091
5646,16042
5646,14855
5646,4764
5646,8054
5646,9432
5646,10522
5646,11025
5646,15493
5646,17880
5646,5507
5646,7554
5646,15018
5646,7587
5646,7961
5646,5107
5646,10590
5646,9259
5646,11059
2291,5638
2291,7988
2291,17673
2291,11939
2291,7490
2291,1919
2291,15394
2291,12704
2291,1224
2291,11216
2291,17894
2291,2161
2291,15201
2291,8459
2291,16397
2291,16565
2291,7683
2291,1541
2291,17014
2291,10276
2291,660
2291,11735
2291,3753
2291,1303
2291,14249
2291,2102
2291,16940
2291,2349
2291,1603
2291,9882
2291,2790
2291,3265
2291,15685
2291,9730
2291,15418
2291,12152
2291,15259
2291,6134
2291,9401
2291,15100
2291,9048
2291,16026
2291,5995
2291,12791
2291,13795
2291,10997
2291,2623
2291,5058
2291,11227
2291,1456
2291,4167
2291,13987
2291,3399
2291,1693
2291,13410
2291,8723
2291,980
2291,4539
2291,2632
2291,11274
2291,3169
2291,8261
2291,3003
2291,9275
2291,16027
2291,17816
2291,8351
2291,1420
2291,2295
2291,17426
2291,12708
2291,7577
2291,14983
2291,3498
2291,1979
2291,16201
2291,8316
2291,13420
2291,4088
2291,12851
2291,15632
2291,15115
2291,16073
2291,3019
2291,10968
2291,13044
2291,16638
2291,12916
2291,10514
2291,1290
2291,201
2291,11547
2291,6225
2291,2878
2291,17186
2291,11976
2291,5509
2291,13015
2291,3732
2291,6397
2291,59
2291,8870
2291,10225
2291,17924
2291,7517
2291,3284
2291,14053
2291,8393
2291,16771
2291,1717
2291,9514
2291,14394
2291,12038
2291,15511
2291,430
2291,1694
2291,11935
2291,9070
2291,2012
2291,10878
2291,11769
2291,17171
2291,2549
2291,8255
2291,1981
2291,3046
2291,9557
2291,17598
2291,7040
2291,4348
2291,4138
2291,12891
2291,13596
2291,7528
2291,13777
2291,9756
2291,707
2291,13071
2291,3924
2291,1635
2291,2588
2291,8295
2291,12764
2291,13124
2291,3925
2291,12757
2291,3433
2291,16946
2291,1142
2291,2845
2291,10979
2291,5815
2291,4682
2291,12068
2291,3699
2291,13385
2291,13201
2291,2676
2291,12066
2291,7431
2291,16667
2291,13589
2291,3967
2291,4359
2291,14017
2291,10590
2291,1428
2291,336
2291,7787
2291,10558
2291,11201
2291,5157
2291,6136
2291,12660
2291,11081
2291,12174
2291,13240
2291,12958
2291,2191
2291,10184
2291,13812
2291,9918
2291,11501
2291,13450
2291,621
2291,7443
2291,6707
2291,10779
2291,5794
2291,11556
2291,8580
2291,2789
2291,13306
2291,4660
2291,9795
2291,14096
2291,14592
2291,11092
2291,6236
2291,14984
2291,4432
2291,9099
2291,15296
2291,5646
2291,10181
2291,17591
2291,9794
2291,3922
2291,4672
2291,15653
2291,11378
2291,17880
2291,10052
2291,16023
2291,15130
2291,11467
2291,4036
2291,5199
2291,7553
2291,3490
2291,15863
2291,3091
2291,14536
2291,11747
2291,16022
2291,17298
2291,7697
2291,9446
2291,12687
2291,1301
2291,623
2291,4915
2291,6530
2291,16353
2291,184
2291,9432
2291,11025
2291,16345
2291,473
2291,12556
2291,10522
2291,10081
2291,7587
2291,13248
2291,15749
2291,9259
2291,7621
2291,9058
2291,7366
2291,9457
2291,11246
2291,15493
2291,14187
2291,4764
2291,14732
2291,1446
2291,5507
2291,11059
2291,7961
2291,11014
2291,9138
2291,17272
2291,8740
2291,16042
2291,14085
2291,11637
2291,5726
2291,15496
2291,4337
2291,6992
2291,1338
2291,2834
2291,3226
2291,13768
2291,5645
2291,477
2291,2546
2291,2521
2291,13880
2291,5942
2291,2013
2291,12623
2291,3649
2291,18161
2291,2276
2291,8066
6819,16758
6819,3003
6819,17468
6819,3498
6819,8295
6819,11547
6819,7587
6819,1404
6819,9667
6819,5794
6819,1657
6819,9401
6819,17812
6819,10528
6819,709
6819,7554
6819,1578
6819,16929
6819,6421
6819,6628
6819,13582
6819,1979
6819,12851
6819,16339
6819,9335
6819,8488
6819,4764
6819,11092
6819,14109
6819,8255
6819,18119
6819,7858
6819,301
6819,105
6819,12038
6819,12548
6819,12556
6819,623
6819,3226
6819,3284
6819,5790
6819,17423
6819,7366
6819,16003
6819,56
6819,5815
6819,2779
6819,16128
6819,13070
6819,9457
6819,6365
6819,16576
6819,10159
6819,17880
6819,9259
6819,13306
6819,16023
6819,18031
6819,10979
6819,13156
6819,16940
6819,16345
6819,11025
6819,39
6819,17591
6819,11246
6819,6076
6819,2158
6819,11747
6819,8314
6819,2005
6819,5942
6819,6322
6819,15496
6819,17502
6819,16042
6819,1028
6819,10477
6819,9580
6819,15151
6819,17376
6819,248
6819,16067
6819,13470
6819,4581
6819,6992
6819,8740
6819,4181
6819,11637
6819,14023
6819,3316
6819,15749
6819,12323
6819,10225
6819,16353
6819,1876
6819,10418
6819,12152
6819,9875
6819,14053
6819,4529
6819,1433
6819,8832
6819,12128
6819,3376
6819,14944
14984,5645
14984,4539
14984,16865
14984,1679
14984,17566
14984,2790
14984,1685
14984,660
14984,15250
14984,3565
14984,14843
14984,8926
14984,12386
14984,3238
14984,1578
14984,6400
14984,4036
14984,1404
14984,2878
14984,5038
14984,2102
14984,13353
14984,13972
14984,14249
14984,16339
14984,7490
14984,8872
14984,7546
14984,15418
14984,11025
14984,9918
14984,10236
14984,14960
14984,1948
14984,11951
14984,13530
14984,13584
14984,12043
14984,12579
14984,59
14984,4337
14984,17976
14984,7560
14984,9301
14984,5149
14984,1724
14984,7948
14984,2491
14984,995
14984,7534
14984,12228
14984,12730
14984,13015
14984,17924
14984,12548
14984,18082
14984,17186
14984,4647
14984,15130
14984,2349
14984,2093
14984,2176
14984,14665
14984,7528
14984,1983
14984,17627
14984,8580
14984,107
14984,15196
14984,1717
14984,11808
14984,15099
14984,11769
14984,3091
14984,17711
14984,16353
14984,6141
14984,15724
14984,106
14984,430
14984,3046
14984,7858
14984,8215
14984,9070
14984,4723
14984,11747
14984,15629
14984,16201
14984,15632
14984,1559
14984,2845
14984,11935
14984,12789
14984,1616
14984,16283
14984,691
14984,10274
14984,3226
14984,5794
14984,7040
14984,11087
14984,16929
14984,13044
14984,9199
14984,3498
14984,16023
14984,9361
14984,16294
14984,17271
14984,6302
14984,9514
14984,7072
14984,16540
14984,12086
14984,17094
14984,8936
14984,13711
14984,12764
14984,17233
14984,5872
14984,4682
14984,15561
14984,13385
14984,2991
14984,12771
14984,11501
14984,16674
14984,11971
14984,10795
14984,105
14984,9058
14984,6909
14984,3967
14984,5199
14984,9882
14984,11378
14984,11201
14984,7431
14984,7366
14984,2043
14984,14241
14984,11122
14984,12746
14984,15713
14984,6117
14984,5815
14984,711
14984,5942
14984,13201
14984,2815
14984,11733
14984,4581
14984,7283
14984,5646
14984,1122
14984,3397
14984,17998
14984,3433
14984,2191
14984,11045
14984,39
14984,15496
14984,15703
14984,15749
14984,11809
14984,12066
14984,7295
14984,7787
14984,5790
14984,2276
14984,12038
14984,12368
14984,6992
14984,16007
14984,16754
14984,14592
14984,799
14984,11233
14984,15440
14984,9432
14984,621
14984,14096
14984,7279
14984,11314
14984,13410
14984,5726
14984,12853
14984,473
14984,9812
14984,17272
14984,16042
14984,13240
14984,9457
14984,11556
14984,11637
14984,17423
14984,3490
14984,16003
14984,10700
14984,2013
14984,9259
14984,10052
14984,10804
14984,16085
14984,1876
14984,11939
14984,15296
14984,8066
14984,56
14984,6076
14984,2158
14984,14678
14984,2291
14984,2065
14984,16576
14984,2189
14984,8444
13201,3003
13201,7683
13201,5518
13201,2393
13201,1191
13201,8066
13201,11589
13201,5638
13201,2043
13201,4721
13201,234
13201,1679
13201,1919
13201,16568
13201,15394
13201,7810
13201,17287
13201,2934
13201,1694
13201,1737
13201,13584
13201,15288
13201,621
13201,16940
13201,421
13201,17566
13201,7587
13201,1685
13201,8723
13201,16303
13201,12704
13201,7366
13201,14053
13201,15632
13201,12344
13201,13410
13201,17894
13201,1752
13201,6628
13201,14983
13201,11976
13201,11933
13201,660
13201,4915
13201,4672
13201,3753
13201,607
13201,12556
13201,3431
13201,16397
13201,2790
13201,16027
13201,16942
13201,16865
13201,13880
13201,17764
13201,17982
13201,1028
13201,9883
13201,1224
13201,17468
13201,11216
13201,13987
13201,6134
13201,8459
13201,159
13201,12045
13201,1456
13201,3265
13201,1578
13201,6247
13201,1541
13201,4167
13201,7560
13201,4539
13201,12417
13201,3361
13201,11227
13201,5058
13201,13064
13201,1566
13201,4270
13201,10997
13201,2102
13201,17163
13201,16576
13201,1271
13201,5995
13201,14855
13201,10522
13201,4143
13201,2623
13201,13689
13201,5872
13201,14249
13201,12916
13201,11078
13201,4647
13201,10443
13201,17282
13201,15496
13201,17298
13201,13795
13201,2012
13201,8351
13201,2632
13201,16082
13201,17171
13201,4088
13201,7577
13201,13768
13201,16580
13201,15252
13201,9401
13201,13320
13201,7948
13201,1483
13201,6707
13201,7633
13201,430
13201,10184
13201,8341
13201,15099
13201,11025
13201,13015
13201,17186
13201,12808
13201,14183
13201,7528
13201,3925
13201,3732
13201,14732
13201,17924
13201,3019
13201,3284
13201,4374
13201,16022
13201,2878
13201,13044
13201,13701
13201,10878
13201,59
13201,6421
13201,14109
13201,17329
13201,14394
13201,12851
13201,6028
13201,10979
13201,2065
13201,11657
13201,13218
13201,11233
13201,16638
13201,13124
13201,3883
13201,16283
13201,1290
13201,7858
13201,11378
13201,10700
13201,6976
13201,980
13201,799
13201,5815
13201,1343
13201,9557
13201,7643
13201,14536
13201,8295
13201,11177
13201,12347
13201,2174
13201,12228
13201,10795
13201,9138
13201,13530
13201,1717
13201,15561
13201,5199
13201,301
13201,13353
13201,11274
13201,4660
13201,15296
13201,13071
13201,3091
13201,16345
13201,15666
13201,8870
13201,8872
13201,6225
13201,2549
13201,15511
13201,9784
13201,4325
13201,1979
13201,2521
13201,16946
13201,9243
13201,2021
13201,15724
13201,12323
13201,17627
13201,12789
13201,16929
13201,17094
13201,9048
13201,16353
13201,8926
13201,15749
13201,3562
13201,10514
13201,12066
13201,7040
13201,13385
13201,17408
13201,709
13201,10779
13201,17880
13201,2276
13201,15629
13201,16540
13201,2819
13201,4337
13201,11201
13201,9918
13201,12764
13201,12708
13201,12068
13201,9199
13201,11747
13201,4581
13201,2291
13201,105
13201,7283
13201,10804
13201,15653
13201,11081
13201,3649
13201,6117
13201,15810
13201,11087
13201,11501
13201,16003
13201,9882
13201,14241
13201,11733
13201,1404
13201,3490
13201,9812
13201,14984
13201,979
13201,3226
13201,1420
13201,16007
13201,15863
13201,15201
13201,10590
13201,18082
13201,15130
13201,9099
13201,7431
13201,6711
13201,3433
13201,12038
13201,9259
13201,11637
13201,9457
13201,8255
13201,11314
13201,8580
13201,12043
13201,1428
13201,56
13201,11971
13201,5726
13201,2013
13201,16042
13201,711
13201,16023
13201,39
13201,7787
13201,17423
13201,6992
13201,5794
13201,13306
13201,1155
13201,473
13201,9119
3003,11976
3003,6819
3003,6141
3003,15632
3003,4915
3003,13038
3003,16397
3003,4539
3003,4196
3003,1423
3003,4581
3003,9401
3003,2730
3003,12660
3003,2549
3003,17329
3003,12891
3003,13201
3003,11971
3003,5646
3003,14249
3003,14536
3003,17943
3003,3265
3003,12704
3003,7621
3003,11589
3003,11233
3003,2623
3003,10274
3003,17298
3003,660
3003,980
3003,4679
3003,18082
3003,13634
3003,8351
3003,9259
3003,5794
3003,11637
3003,14983
3003,6992
3003,2276
3003,2197
3003,2291
3003,5726
3003,13015
3003,12708
3003,1693
3003,6707
3003,14109
3003,9812
3003,7387
3003,5507
3003,9432
3003,6859
3003,12798
3003,4020
3003,14732
3003,4660
3003,2161
3003,1428
3003,13152
3003,17423
3003,473
3003,11025
3003,2260
3003,9968
3003,2588
3003,11081
3003,15130
3003,15749
3003,3226
3003,17426
3003,10785
3003,10878
3003,4682
3003,36
3003,4869
3003,16345
3003,979
3003,16022
3003,7587
3003,5157
3003,7431
3003,5942
3003,16665
3003,16042
3003,9058
3003,11246
3003,4764
3003,2013
3003,13347
3003,1876
3003,17192
3003,17662
3003,11733
3003,10225
3003,14606
3003,4557
3003,14611
3003,11059
3003,6322
11637,7405
11637,8255
11637,16565
11637,16397
11637,4915
11637,4348
11637,17171
11637,3265
11637,854
11637,8821
11637,12916
11637,12687
11637,13795
11637,1541
11637,17163
11637,11497
11637,15685
11637,6934
11637,6618
11637,5533
11637,2012
11637,12344
11637,4555
11637,2209
11637,12714
11637,13987
11637,1578
11637,7553
11637,16580
11637,1257
11637,11939
11637,14951
11637,9275
11637,11081
11637,1616
11637,6397
11637,4359
11637,12713
11637,3284
11637,7948
11637,17271
11637,13530
11637,2549
11637,14096
11637,13385
11637,4091
11637,15632
11637,13353
11637,12043
11637,16201
11637,13420
11637,7366
11637,12228
11637,11935
11637,6976
11637,17186
11637,2878
11637,3883
11637,1817
11637,2161
11637,2276
11637,3289
11637,7443
11637,5794
11637,17298
11637,6225
11637,59
11637,13015
11637,15703
11637,11059
11637,5815
11637,2789
11637,7115
11637,9882
11637,1724
11637,6141
11637,8054
11637,16929
11637,16303
11637,16283
11637,13240
11637,15561
11637,5509
11637,14085
11637,9243
11637,15189
11637,430
11637,10878
11637,1981
11637,15493
11637,3498
11637,711
11637,16022
11637,8295
11637,2256
11637,1979
11637,3003
11637,7587
11637,7072
11637,15939
11637,9259
11637,396
11637,15042
11637,980
11637,14109
11637,17880
11637,17426
11637,4581
11637,13827
11637,12556
11637,15511
11637,15636
11637,3925
11637,1635
11637,13124
11637,17408
11637,7283
11637,11314
11637,13306
11637,12891
11637,473
11637,979
11637,4869
11637,3433
11637,6351
11637,6236
11637,3967
11637,10558
11637,4845
11637,6677
11637,8580
11637,15749
11637,9099
11637,10804
11637,7431
11637,56
11637,8740
11637,10283
11637,5507
11637,6819
11637,3169
11637,8066
11637,5726
11637,13201
11637,9432
11637,7787
11637,11014
11637,12174
11637,6992
11637,39
11637,1876
11637,17112
11637,16561
11637,14984
11637,6293
11637,14678
11637,6530
11637,16003
11637,12066
11637,16345
11637,15130
11637,10257
11637,12795
11637,6788
11637,3226
11637,2158
11637,16042
11637,16576
11637,11976
11637,9457
11637,16007
11637,16284
11637,5254
11637,9784
11637,16082
11637,6365
11637,17591
11637,12548
11637,6247
11637,7279
11637,14592
11637,5646
11637,4432
11637,11233
11637,15455
11637,12932
11637,11025
11637,14536
11637,660
11637,15496
11637,2291
11637,10997
11637,15204
11637,15296
11637,6322
11637,2196
11637,5942
11637,3397
11637,7305
11637,2834
11637,10225
11637,11730
11637,17272
11637,16085
11637,5814
11637,13880
16003,12344
16003,6564
16003,11769
16003,4167
16003,510
16003,13634
16003,8926
16003,13284
16003,3174
16003,4915
16003,4647
16003,2276
16003,15632
16003,17282
16003,8352
16003,7560
16003,7528
16003,3289
16003,7534
16003,2546
16003,9099
16003,3134
16003,3686
16003,16339
16003,16151
16003,17812
16003,16890
16003,13015
16003,7948
16003,9514
16003,6028
16003,15871
16003,7040
16003,1693
16003,1983
16003,6335
16003,15517
16003,575
16003,12579
16003,14960
16003,5843
16003,2349
16003,11274
16003,13816
16003,1717
16003,14394
16003,1948
16003,10181
16003,13414
16003,8780
16003,14513
16003,4301
16003,3967
16003,17096
16003,16353
16003,15558
16003,16067
16003,13044
16003,8488
16003,2588
16003,7858
16003,1979
16003,9361
16003,2106
16003,16345
16003,3284
16003,1311
16003,14653
16003,2119
16003,9199
16003,11657
16003,3565
16003,15979
16003,11563
16003,15713
16003,1140
16003,14629
16003,17233
16003,5324
16003,17287
16003,9275
16003,15561
16003,11935
16003,11201
16003,7431
16003,7587
16003,12990
16003,3903
16003,10184
16003,11122
16003,17331
16003,16540
16003,12764
16003,2065
16003,105
16003,6941
16003,6739
16003,6530
16003,17976
16003,15749
16003,179
16003,17943
16003,8295
16003,3433
16003,1122
16003,9882
16003,12789
16003,13201
16003,2191
16003,2176
16003,12853
16003,7366
16003,11378
16003,7167
16003,1420
16003,17722
16003,10700
16003,11011
16003,929
16003,3922
16003,11314
16003,7787
16003,8255
16003,13915
16003,16311
16003,13410
16003,10787
16003,12368
16003,6711
16003,4660
16003,14784
16003,4155
16003,2178
16003,8444
16003,13881
16003,6638
16003,6324
16003,14984
16003,5790
16003,4432
16003,12038
16003,12174
16003,9693
16003,13809
16003,13266
16003,8936
16003,13917
16003,621
16003,12694
16003,6720
16003,7988
16003,11809
16003,7925
16003,11863
16003,11637
16003,3757
16003,9432
16003,2834
16003,8872
16003,248
16003,4337
16003,11971
16003,5199
16003,10804
16003,9324
16003,10979
16003,16576
16003,6286
16003,9058
16003,12098
16003,15493
16003,1028
16003,5955
16003,8978
16003,39
16003,16007
16003,14728
16003,17627
16003,7279
16003,3650
16003,7543
16003,11025
16003,15455
16003,10957
16003,3490
16003,13341
16003,4036
16003,14185
16003,10795
16003,4032
16003,5794
16003,10922
16003,15653
16003,15755
16003,12682
16003,2829
16003,16479
16003,10408
16003,17423
16003,6076
16003,4581
16003,6820
16003,473
16003,8580
16003,3629
16003,16274
16003,407
16003,14096
16003,16085
16003,9812
16003,8832
16003,4040
16003,14611
16003,8316
16003,10258
16003,12556
16003,9984
16003,8066
16003,12771
16003,9048
16003,11772
16003,12232
16003,660
16003,7574
16003,80
16003,9730
16003,15008
16003,7363
16003,221
16003,9457
16003,13689
16003,1096
16003,14146
16003,4810
16003,6049
16003,4969
16003,2991
16003,3226
16003,1290
16003,14346
16003,5570
16003,14085
16003,6056
16003,74
16003,12746
16003,7673
16003,16042
16003,3321
16003,2534
16003,12730
16003,8738
16003,14536
16003,2158
16003,5367
16003,15496
16003,6110
16003,17749
16003,1142
16003,12958
16003,14156
16003,16940
16003,2909
16003,6381
16003,3046
16003,1919
16003,2998
16003,13178
16003,14911
16003,10030
16003,6992
16003,7093
16003,10209
16003,979
16003,6819
16003,17376
16003,14195
16003,10656
16003,3931
16003,14893
16003,16023
16003,12540
16003,11920
16003,14187
16003,13415
16003,13193
16003,15296
16003,18031
16003,11780
16003,3181
16003,7844
16003,3649
16003,4389
16003,1691
16003,2013
16003,36
16003,16022
16003,13218
16003,1616
16003,5942
16003,8801
16003,1876
16003,12347
16003,14053
16003,11733
16003,12548
16003,10477
16003,5808
16003,2295
16003,6687
16003,11087
16003,709
16003,4833
16003,56
16003,5676
16003,8693
16003,9875
16003,59
16003,15770
16003,7675
16003,11747
16003,4565
16003,10270
16003,7283
16003,16024
16003,11919
16003,13880
16003,5291
16003,9259
16003,7213
13347,9983
13347,3451
13347,12128
13347,8054
13347,3397
13347,14881
13347,17214
13347,3166
13347,57
13347,3265
13347,17289
13347,10997
13347,623
13347,3905
13347,1096
13347,4529
13347,3126
13347,5092
13347,16095
13347,10222
13347,7173
13347,14944
13347,16321
13347,2610
13347,12268
13347,5245
13347,11818
13347,7366
13347,6438
13347,12884
13347,10219
13347,11560
10804,3053
10804,4359
10804,13987
10804,17566
10804,16397
10804,11589
10804,1919
10804,1817
10804,15394
10804,1635
10804,15288
10804,6236
10804,4832
10804,16568
10804,8459
10804,7683
10804,4872
10804,5073
10804,17014
10804,15951
10804,4348
10804,1456
10804,15903
10804,13795
10804,7554
10804,10276
10804,2521
10804,10074
10804,11078
10804,2623
10804,10997
10804,1028
10804,4654
10804,303
10804,1541
10804,11863
10804,5058
10804,7859
10804,3356
10804,13075
10804,9514
10804,9889
10804,7862
10804,14146
10804,15496
10804,11102
10804,14983
10804,13689
10804,12344
10804,14249
10804,2632
10804,17163
10804,6134
10804,2295
10804,4682
10804,16027
10804,2102
10804,1404
10804,16667
10804,7577
10804,12714
10804,14935
10804,1311
10804,13353
10804,9401
10804,4270
10804,15713
10804,15632
10804,11733
10804,2878
10804,14536
10804,4563
10804,2217
10804,10700
10804,7228
10804,3134
10804,17094
10804,12228
10804,7528
10804,15418
10804,5867
10804,7534
10804,59
10804,430
10804,10438
10804,5321
10804,2349
10804,9275
10804,8295
10804,13240
10804,1717
10804,9557
10804,980
10804,15283
10804,9564
10804,799
10804,14732
10804,7033
10804,7787
10804,16674
10804,17278
10804,7387
10804,4810
10804,1616
10804,3046
10804,11274
10804,11556
10804,1981
10804,9244
10804,5726
10804,15724
10804,2276
10804,11081
10804,2021
10804,2549
10804,6141
10804,9048
10804,1876
10804,3181
10804,541
10804,3699
10804,13306
10804,3388
10804,11657
10804,15629
10804,11769
10804,7040
10804,13145
10804,13044
10804,17627
10804,1217
10804,11747
10804,16540
10804,15803
10804,12789
10804,2255
10804,201
10804,3967
10804,15561
10804,13071
10804,5794
10804,9730
10804,7283
10804,8255
10804,13201
10804,8723
10804,5872
10804,11059
10804,10514
10804,14241
10804,7925
10804,13589
10804,2191
10804,1155
10804,9882
10804,10184
10804,15201
10804,11314
10804,1290
10804,11637
10804,5815
10804,4660
10804,4337
10804,760
10804,9259
10804,9432
10804,12066
10804,621
10804,9099
10804,13812
10804,9918
10804,4088
10804,7431
10804,7490
10804,11201
10804,11501
10804,9812
10804,7641
10804,9487
10804,3397
10804,17376
10804,12757
10804,14096
10804,7879
10804,10052
10804,6711
10804,14984
10804,11092
10804,17924
10804,8684
10804,1420
10804,39
10804,10979
10804,4672
10804,6992
10804,15653
10804,13964
10804,16003
10804,14566
10804,16576
10804,13156
10804,15130
10804,16023
10804,2676
10804,5199
10804,18161
10804,6225
10804,3490
10804,4581
10804,5942
10804,8740
10804,16007
10804,12958
10804,13880
10804,979
10804,8580
10804,5507
10804,12548
10804,7279
10804,14911
10804,16022
10804,16345
10804,56
10804,14976
10804,16073
10804,16274
10804,248
10804,12556
10804,17423
10804,17591
10804,9457
10804,3649
10804,3226
10804,10258
10804,1433
10804,3650
10804,8316
10804,11378
10804,6530
10804,7587
10804,14546
10804,9058
10804,2013
10804,10522
10804,2291
10804,16665
10804,16284
10804,11246
10804,14855
10804,2991
10804,11971
10804,5646
10804,2043
10804,9138
10804,3091
10804,10857
10804,7988
10804,473
473,9401
473,16397
473,12891
473,607
473,1603
473,1694
473,2623
473,15100
473,4647
473,3097
473,12714
473,14936
473,4088
473,709
473,9259
473,4196
473,13987
473,14983
473,11025
473,15358
473,8066
473,15632
473,2521
473,7787
473,2878
473,799
473,13015
473,17329
473,1290
473,11274
473,13964
473,13683
473,11213
473,11819
473,17943
473,4672
473,3924
473,5794
473,430
473,3284
473,7040
473,10274
473,7621
473,1428
473,1979
473,980
473,814
473,10700
473,4325
473,10878
473,3433
473,15561
473,12066
473,9468
473,2588
473,2549
473,15189
473,11572
